id,name,marked_complete,stored_blocks,positive_blocks,observed_min,crossings,database
1436,14ah_16336,1,127,125,0.22948620593686023,14,knot_research_14.db
1437,14ah_07608,1,136,134,0.21066240423973887,14,knot_research_14.db
1438,14nh_07383,1,131,130,0.02337671331640223,14,knot_research_14.db
1439,14nh_12624,1,128,127,0.036275432609414085,14,knot_research_14.db
1440,14ah_11044,1,138,136,0.32460658960786637,14,knot_research_14.db
1441,14ah_12037,1,130,128,0.19793204533967726,14,knot_research_14.db
1442,14nh_24245,1,119,118,0.06451323005773266,14,knot_research_14.db
1443,14nh_16250,1,126,124,0.057903446282141724,14,knot_research_14.db
1444,14nh_26430,1,122,121,0.23130202583546128,14,knot_research_14.db
1445,14nh_05775,1,116,115,0.007557373392469075,14,knot_research_14.db
1446,14ah_02622,1,129,127,0.1024138672760166,14,knot_research_14.db
1447,14ah_19478,1,122,120,0.4063528348009533,14,knot_research_14.db
1448,14nh_01772,1,140,139,0.05552776802289484,14,knot_research_14.db
1449,14nh_21911,1,126,125,0.1730377505599465,14,knot_research_14.db
1450,14nh_06651,1,117,116,0.09047879771016326,14,knot_research_14.db
1451,14nh_25902,1,126,125,0.14828702652196044,14,knot_research_14.db
1452,14nh_22178,1,118,117,0.024761054494522348,14,knot_research_14.db
1453,14nh_21567,1,121,120,0.21846169158680234,14,knot_research_14.db
1454,14ah_01361,1,136,134,0.1144297324183263,14,knot_research_14.db
1455,14ah_14472,1,124,122,0.27429480410082224,14,knot_research_14.db
1456,14ah_16739,1,123,121,0.3397670512567197,14,knot_research_14.db
1457,14ah_06624,1,138,136,0.18625945149456888,14,knot_research_14.db
1458,14ah_10860,1,130,128,0.1674354787233448,14,knot_research_14.db
1459,14nh_12614,1,124,123,0.012644892615911956,14,knot_research_14.db
1460,14nh_15092,1,123,122,0.09198795640869831,14,knot_research_14.db
1461,14nh_22534,1,124,123,0.09515552914975658,14,knot_research_14.db
1462,14nh_12366,1,122,121,0.006912605429384081,14,knot_research_14.db
1463,14ah_01051,1,147,145,0.14590301981781742,14,knot_research_14.db
1464,14ah_03837,1,131,129,0.22564471778655548,14,knot_research_14.db
1465,14nh_20901,1,126,124,0.03300840714505678,14,knot_research_14.db
1466,14nh_11423,1,136,135,0.21138863996817722,14,knot_research_14.db
1467,14nh_23578,1,125,124,0.2450479086107064,14,knot_research_14.db
1468,14ah_07663,1,131,129,0.2363528049492194,14,knot_research_14.db
1469,14nh_15870,1,121,120,0.18710133067382237,14,knot_research_14.db
1470,14nh_26282,1,126,125,0.1402585965409105,14,knot_research_14.db
1471,14nh_18262,1,118,117,0.0721123170577929,14,knot_research_14.db
1472,14ah_03681,1,134,132,0.13646002055677872,14,knot_research_14.db
1473,14nh_21039,1,120,118,0.03872099534316999,14,knot_research_14.db
1474,14ah_17475,1,125,123,0.24134552865613512,14,knot_research_14.db
1475,14nh_21796,1,129,128,0.10334438154296953,14,knot_research_14.db
1476,14ah_18150,1,129,127,0.26092218023271896,14,knot_research_14.db
1477,14nh_09472,1,129,128,0.12915476828168673,14,knot_research_14.db
1478,14nh_26849,1,121,120,0.06832368871589585,14,knot_research_14.db
1479,14ah_06572,1,137,135,0.17578674663581684,14,knot_research_14.db
1480,14ah_18157,1,125,123,0.2689449583661579,14,knot_research_14.db
1481,14nh_26949,1,127,126,0.18686830812552302,14,knot_research_14.db
1482,14nh_01013,1,127,126,0.0594923007224293,14,knot_research_14.db
1483,14ah_19486,1,118,116,0.34855065852296147,14,knot_research_14.db
1484,14nh_18139,1,134,133,0.11247021142752064,14,knot_research_14.db
1485,14ah_01907,1,130,128,0.12025652689335879,14,knot_research_14.db
1486,14nh_25255,1,128,127,0.10372302968266923,14,knot_research_14.db
1487,14nh_07424,1,115,114,0.006467243389828951,14,knot_research_14.db
1488,14ah_10011,1,130,128,0.1763580539706115,14,knot_research_14.db
1489,14ah_06580,1,130,128,0.2541365313783048,14,knot_research_14.db
1490,14ah_15418,1,123,121,0.3263668463988781,14,knot_research_14.db
1491,14nh_01720,1,147,146,0.15538153445726255,14,knot_research_14.db
1492,14nh_14492,1,125,124,0.024985160286003186,14,knot_research_14.db
1493,14nh_23399,1,126,125,0.144522363046173,14,knot_research_14.db
