name,knot_sig,dt_code
14nh_05567,oabcdbefghigcdjkaeflmjknlihmnlRuvg-T-md,gjfnbKdIMaLEHc
14nh_05568,oabcdbefghcdijakflmeknhmlgnijlnLLfF4hgo,hkEalBdnJMcfIg
14nh_05569,oabcdefghijkljmdcbihefgmanklnBvjvfp4DGp,chaKJmlibnDgef
14nh_05570,oabcdbefghijcdjiklmnfeakhglmnlTsvfHh4-p,dhlmFJnbKEIacg
14nh_05571,oabcdeafghijkgcbflmkniedhnjmllvtnf-p-8m,ldhgMakjNbcfEI
14nh_05572,oabcdefbghijklamhnjkednimgcflRAjRc-9V3o,hLmJBAInKDGFEc
14nh_05573,oabcdbefghijklaemgnkjnfmcdhilRQPQcFdZSj,hEDMKILnJFABGC
14nh_05574,oabcdefghiajkhlbcdefmngliknmjRYQQc-z+Fo,jHGKLIMNFaCDEB
14nh_05575,oabcdefbcgehifgdjkljhiamnlknmRAsvfpdm5m,dclaGKJEFnHmbi
14nh_05576,oabcdbefghidcihgjklmajnlmefnkRQsvgTXygl,ednHmGJCLKFIab
14nh_05577,oabcdefdcbghefijklmnaihgjknmlRYuvfby+-p,ejlnmIHKFbGacd
14nh_05578,oabcdefbghijhklfemnlagcdjimnkRuznfpNbEi,eFjmkHBLacinGd
14nh_05579,oabcdefghiajgklbjmnhkfedclinmRvtPe-E+9p,jmHaibLKndCGFe
14nh_05580,oabcdefbcdghaijkilhfeglmnjknmBsvvf-Nqla,igankchbfLMdJe
14nh_05581,oabcdecbfghiajklmnedlhgmnfikjRAPQezWJbo,ihFKBMCnaLDJGE
14nh_05582,oabcdefbghijaiklmnedlkhgcfnmjRsRQc-55Hp,iEHKBMJCnLDGFa
14nh_05583,oabcdefgebcdhigfjklhijamnlknmRktvfF+j-m,dclaHIKFEmGnbj
14nh_05584,oabcdeafgdhiegjklbmnihnmclkjflRQQcHbGzi,lDHNKJICGMEaFB
14nh_05585,oabcdefghbijklamjncfedghlknimRs1kf-NN-j,hmIJKnbaLDCEgf
14nh_05586,oabcdefgehijklhdcbmnlkjiamgfnRQkldFg+Hj,cFlKJBENMGDaIH
14nh_05587,oabcdefdghijkfekailgmncbnmhljR2sQep7Czi,gfEHCklDJMBaNI
14nh_05588,oabcdbefghijaeklmijnlkcdnmhgflvvnf-NhEo,iegnbJdmlKFahc
14nh_05589,oabcdbefghijcdklmnaejknghmliflLkBg-VHXm,fKNjMiHLaceGBD
14nh_05590,oabcdbefcdghijklmghijmanlkfenRsvvd-hayo,dkGaFHCElmbnij
14nh_05591,oabcdbefcdghaijklmnjhgklmnfeiRsvvd-Nbao,idfgnbcLaKMHJe
14nh_05592,oabcdbefghaijgklmncdhjfklmneiRvRKc-+-3p,jfGHKnmCDaLEIb
14nh_05593,oabcdefgafhijklmkbcnihednlmjglTQQcNNWHm,kGJICLBMFDnEHa
14nh_05594,oabcdefgahifedjbhklmkicjgnmlnRSsPfhgUzg,kGMHajeLNfiDCB
14nh_05595,oabcdefghiafjklhimndcbejknmlglvvAf-zapi,jginhKLbdmFEac
14nh_05596,oabcdefghicjkbilemangfmkjdlhnBPsLgVlHhn,finKMaLDbeGCJh
14nh_05597,oabcdefgcbgfhijkalmnkdejihlmnRkvzfFg4no,gfnImabKCLHJed
14nh_05598,oabcdefghbijklmnaicdefjkghlmnRzLsf-0VFo,gHIljmnKBCeAdf
14nh_05599,oabcdefghiajkdlbmnclihgfeknmjRYQQchy+bo,jHEIKNMLDaCBGF
14nh_05600,oabcdefbghijklaimncdnghmjkeflRsLAd--3Vp,heIBLmJnKCGDaf
14nh_05601,oabcdbefgdcghijklhfealimnjknmllvvfTTWda,ekdlbGInJFmcah
14nh_05602,oabcdefgebhijklhcdmngfajklimnRsntfFo8jm,djimHLNFkabEcG
14nh_05603,oabcdefgahcdijklgfebhmjimnlknRmTuf-F4Nj,kLhjNMacgdiFBE
14nh_05604,oabcdefghbijklmnakjichgdlmefnRQLkd-hp+p,gLHJmInKDFCBAe
14nh_05605,oabcdefgcbgfhijkedlmnlahijknmRknvfhMN8d,djkmHLIEGabFnc
14nh_05606,oabcdefbghijagkijlmncdefnmlkhRuLQg-NX-l,ihnGJKDCmLEFab
14nh_05607,oabcdefbghijaklmednihgjncfmlkRkTQebGhao,ihKFMNJbaLCGED
14nh_05608,oabcdefghijhkbcdejiklmnlafgnmlRQuf-ZpZd,cfmIJaHKLDEGnb
14nh_05609,oabcdbefcdghijfekilmngakjnmlhRsZwc-pV-h,djMiFHKEnlGaCB
14nh_05610,oabcdbefghieajklmnficdlmhgnkjlvvtfH--5p,ihflJbmcaKEngd
14nh_05611,oabcdefdaghfehijklmkjncbnilmgRSQQc32ayi,kCMIFJDLGEaHNB
14nh_05612,oabcdefdghijaklmnihgcbjnefmlkRkTQebGhao,ihFMJNKbaELGDC
14nh_05613,oabcdbefghijkilmcdnkjnaemlhgflTQYe-3yBo,dKhgFLacJMBENI
14nh_05614,oabcdbefghcdijaklefghmnijnmlklnvvf----p,hgklfndaJMbcIe
14nh_05615,oabcdefghijkldcbgfemijknahmlnRuQvf-F-+j,clnJIKambDFEgh
14nh_05616,oabcdbefghijklhmaijkldcnfgnemRwvPcndm8l,glmHJDnICFEabk
14nh_05617,oabcdefghdcbijklghamjfeimnlknRPuQfp8Hsj,fLHAmdKJBnGCei
14nh_05618,oabcdeafghijkglmndekjihncbmlflRQQcN9aVj,lDHGKINCBMEaJF
14nh_05619,oabcdefghiajgklfemnbcdjhklmniRvQYc-E--p,jmHLIKaBDnEFCg
14nh_05620,oabcdbefghijcdjikgflmnaehklmnRQQLeF4hpo,dHmnFJALKEIBGc
14nh_05621,oabcdefghigjklmfaklnedcbnmihjRvtQeFgkEh,gmIHBklDCNfjaE
14nh_05622,oabcdefbcdghijhgklefmnakjilmnRs1uf-N5-p,djlnGHMEkbiaFc
14nh_05623,oabcdefghijbkflmgnakcdelmhijnlLvAf-r5oi,fGHmjnKBldeAci
14nh_05624,oabcdefghbijklaimnednkjmchgflRAPMc-hJHp,hEJBmIKnLCGFAd
14nh_05625,oabcdefbghijklmdcganhkjilmefnRQkRcnaSbi,fJKLHaIMENCBDG
14nh_05626,oabcdefghijkalemndcblhgfmnijkRwQQeF8+Hp,iKGJALBmnDCFEh
14nh_05627,oabcdefghdijehkbcklmaijnmlgfnlRkzfFMFsi,eJnhbLIdKAGMFc
14nh_05628,oabcdefgedhijklmajnhcbinklgfmRQMQcFESFi,gDHLMJnCKFIBAE
14nh_05629,oabcdefghijhgbckelmnadkflmijnRQQPcN-hBo,eLMInKABJDHFGC
14nh_05630,oabcdefgaheijfgkljimnlknmbcdhBLPQcp2WZp,kmEnGBHDFLaIJc
14nh_05631,oabcdefgaheijkljimnlkfgnmbcdhBLQMcp28Wp,kmDFBHCnELaIJg
14nh_05632,oabcdbefghigcdjkalmnkjfihenmlRQuTe-Z5jp,gfnJKbaIMELDHc
14nh_05633,oabcdefghiajgkefklmdcbjhnmlniBvLYc-Ep-m,jmlbHKaIDnFEcg
14nh_05634,oabcdefghbijehgfaklmjncdnimlkRYsPf-N-9o,gflHCbaKDNMeIJ
14nh_05635,oabcdbefghidcjkglmnijealmnhkflLvvfT2gmg,dlhgFInkmEcabj
14nh_05636,oabcdefghijdklcjibmnefghamlknRQkld-tY-j,cIlKHMNJBDGaEF
14nh_05637,oabcdefghijkalkmnjifenmbcdghlBwvLcpJn8p,inemkbJLaFGdHc
14nh_05638,oabcdefghijkaledcmnblfghmnijkRwQQeF8+Hp,iKJGALCmnDBEFh
14nh_05639,oabcdeafgheijbklmghncjidnklmflDuMf-jbZi,lfNhjkbMcGeaDI
14nh_05640,oabcdefghiejklamjnlkndcbifghmRAvPcFONDi,hmnbILKaEDFGJc
14nh_05641,oabcdefdghaijklmhbcgmnijkfelntvLvfpj0ca,jginKcablfDmhe
14nh_05642,oabcdefghiajklmdnbjklfghemcniRMQQchmyao,jEHIABMLKnDCFG
14nh_05643,oabcdefdaghijklhmncbnfemglkjiRuLAf3oS9a,kdjihLEMacbFNG
14nh_05644,oabcdbefghaijkilmnkjnecdhgfmlRvvjfFFE6p,jeaibdKnmcLGFh
14nh_05645,oabcdefghdijefaklijlmnchgbnmkBsvRcpC+jj,hcmGIKDaFLnEbj
14nh_05646,oabcdbefghijklamngfdcelkhijnmRQKQgnaodm,hgKINLMaJCDBFE
14nh_05647,oabcdefgahijkflmnbcdhijkelmngRPQQcFd+Hp,kGHIJLABMDnEFC
14nh_05648,oabcdbefghcdijklamnkjilnfghemRkv1c----p,gdmnJKaILFEHcb
14nh_05649,oabcdbefghfeijaklmnghncdklmijRk1kfbGFGp,hfDLIabnJEMCKg
14nh_05650,oabcdefbghcfijaklmednlkghnmijRk1Kf-5Zdp,hdJfaLbnKCMEIg
14nh_05651,oabcdefghiajklgdcbmneflhiknmjBvPudp+95p,jhmKIlbnEaDCfg
14nh_05652,oabcdefghijkeblhmfalnjincdkmglPwQg-SXSb,fCJGKiLDnmBHAe
14nh_05653,oabcdbefghcdijklhgfemnliamnkjRkTuf--8-d,cmiEHLKDnbGFaj
14nh_05654,oabcdbefghcdijklhgfemkjnamlinRkTuf--8Zp,cjnEHLKDbmGFai
14nh_05655,oabcdefbcdghaijgklmnlfeknmhjiBsTMe--FEo,ihFGCkDnaLMeJb
14nh_05656,oabcdefghiejkfihgbcdlmjkanmlnBLLmf---5j,cmaKLijeNgfDbH
14nh_05657,oabcdbefcdghaijklefmkjilmnhgnltAQf-N--j,iEFlBADngKMcJh
14nh_05658,oabcdefghijkcdkblmnjelanifghmBLsvfT3lSh,dhglKJbcmEInaf
14nh_05659,oabcdefghijkaflmgnkbcdejilmhnRzsQgFTE-l,iGlnJKMBcDEAhF
14nh_05660,oabcdbefghijklfmaelnhgnkcdjimlvv1e-hEMj,gmkbHlnIEacfdj
14nh_05661,oabcdefbghaijklmndcghlmnefijkRsRQen4Xao,jiFGKNCLabMDHE
14nh_05662,oabcdefghdijklamchgbmnlkjfeinRzzwcpp6fm,hIkAnmJdCLFbGe
14nh_05663,oabcdefbghijklagcdhimneflknmjRwjnf-975j,hIlgJndmKBEAcf
14nh_05664,oabcdefbcdghijkgalmnhkefjinmlRsvnfb4-Np,gflImbaJKDHnec
14nh_05665,oabcdefbcdghijklefmnhgamlkjinRsnvfb4N-p,dkjmGHLEncbFai
14nh_05666,oabcdefdcbghefijklmnhgakjinmlRYuvfby+-p,dkmlHGJEnFbaci
14nh_05667,oabcdefghijkafghldcmnlebkjmniRwQkdn8WGj,iLEJHKnDmFCABg
14nh_05668,oabcdefbcdghijklhilmanjkmfegnRsvvgp38gi,eknGaHICFdmbjl
14nh_05669,oabcdbefghijklhildcgjkmnfeamnRQQYenm-yo,bmDJNKILFHCGaE
14nh_05670,oabcdefgahifjklmnbhiejkdclmngBzRKcVtEWp,kFgIJAmcLDnEHb
14nh_05671,oabcdefgahijebhkgfjlmncdlmnikNSSYcZ--Np,kJMaNBIlFGdChE
14nh_05672,oabcdefgahijklmnebhkjicdnfgmlBPLkfVdx4p,kGFjmABLdncEHi
14nh_05673,oabcdbefcdghijkilgamnkjlhnfemRsvvd-pZpp,fdlkIaHJEGnmbc
14nh_05674,oabcdefbghijklefmnhilkjdcgamnRQYQenayWo,bjEMINKLDaFHGC
14nh_05675,oabcdefbghijklamngcdhijnmkeflRwLud-9V-p,heIlmaJnKCGBdf
14nh_05676,oabcdefbghijagklhimncdnklmefjBwsQfp9E-i,iFmgJDBknLEhAc
14nh_05677,oabcdbefghijklmindcklgfeanjmhlvLvfTB28g,chgEKnmjlbaDif
14nh_05678,oabcdefghicbijklgmahlfndjkenmRQzkdFB-7p,fMElHnKCBAGJdI
14nh_05679,oabcdefghicbijeklmahnfkdjnglmBPuLfVy4um,fdmLinKCbaGJhe
14nh_05680,oabcdbefgehijkilmnajkgfhcdlmnRAvPeFd8Sp,flIGmnHDJBCake
14nh_05681,oabcdbefgehijklmahnjinfgcdklmlTLYeFWpJp,gCLjHmnIEkdABf
14nh_05682,oabcdefgahgijklbcdemklmnijnfhlvQAfF28Wl,kniGLMCFbhaDEj
14nh_05683,oabcdecfghijakedlgmbknjihmflnRuAwdNI4fn,iKHgAnmLeDBJcf
14nh_05684,oabcdefghiajcdefkhlmnbjkglmniRLszf-UFui,jKLghiAmenFBCd
14nh_05685,oabcdefbcdghijkfeglmanmkjihlnBsvvf-3p2l,enkjaHIlFmcbgd
14nh_05686,oabcdefgahijklmnhilfemnbcdgkjBvtPeX-5do,kejGacmDLnbHIf
14nh_05687,oabcdeafghijhgkdelfmcbmnjinkllRAQcNMdwg,lDJBKNaMGCIfHE
14nh_05688,oabcdefghdefijaklmchgbnljimnkRk1sf-CMei,heIKgnbaDLMCJf
14nh_05689,oabcdefghdaijklmnjklehcbgfinmRsvReh4Zzc,jdeibLKMacGNHF
14nh_05690,oabcdefghijkalkfedcbmjinghnmlRvPuf-S9ni,inKJhmlfaDCBge
14nh_05691,oabcdefgahijcdkihlmngfebjknmlR0ulf----p,kdLiajNMbfeHCG
14nh_05692,oabcdefgahijeklmnbhfkdjicnmlgRPKQfFJrMi,kHMjiACBLdnEGF
14nh_05693,oabcdefbghijagcfklmnedhinmlkjRwstf-9+-p,iJhgKmdcnLEBAf
14nh_05694,oabcdeafghcbfijklmednghnmlkjill1kf-5-Hp,lHMakjNIBfedCG
14nh_05695,oabcdefgahidcbgjklmihnjfemlknBLSvcXpg-i,kfLnJIadmEgCBh
14nh_05696,oabcdecbfghijklmanklmdejifghnRQvPc--y8p,gmnILKaJCHEFDb
14nh_05697,oabcdefgahijhklfmdcbjinlknemgRPQQcFB73o,kGAHJLBICMnFED
14nh_05698,oabcdefgahcdifjklmnbhienmjklgBjRMcV7-1p,kLgIJHAmEDnFBc
14nh_05699,oabcdbefghcdijklmnaefmlghkjinlRwLc-z8pi,fimJLnHKaCGEDb
14nh_05700,oabcdefbghijagkilmhkedcfjnmlnRAYkf-98+g,iDhMKJncgLEFAB
14nh_05701,oabcdbefghijklamfgnkcdlnhijemlvvtfFGNFi,hkeInlmaJDgbfc
14nh_05702,oabcdefghijkcdeblmkfanghijmlnRQQScFGFgo,eHIMaLKNBCFGDJ
14nh_05703,oabcdbefghcdijkilmjkaefnmlhgnllvvd-FaEo,ehmIbGJaDFlnck
14nh_05704,oabcdefdghijaklmnlhgmncbkiefjRuvnd-5b4p,icembJaKnFLHdg
14nh_05705,oabcdefgahcdijkljfgmniebhnlkmlnvnf--28g,kLgjcniMadfHBe
14nh_05706,oabcdefbghijklmnakjgcfednmhilRwvkf-9-+p,glHInkmJDCBfae
14nh_05707,oabcdefghdcbijekglmnaijfkhlmnRQAPeFE2Jp,eKLmnJIBCFAGHd
14nh_05708,oabcdbefghijaefklmngcdhijnmlkllvQf-H-gp,ilhgJMNcbKEaDF
14nh_05709,oabcdbefghijaklmnefncdklmghijRuQQfb+aap,iFDLJABmnKECgh
14nh_05710,oabcdefbghcdijaklghmjfeimnklnBkLvf-zcTa,hgLnjcafKMdBIe
14nh_05711,oabcdefdghaijklgefhmnlkjcbinmRYQPe-zyGd,jGFLNiBKaeHMDC
14nh_05712,oabcdeafghijklcbmnldeghijknmflRQQcNbEao,lHIJMKDNBCFaEG
14nh_05713,oabcdefgahijklhmnijfeklbcdgnmB1uPeXF+do,keGajbmCLndHIf
14nh_05714,oabcdbefghaefgijcdklmnlijmnkhRMQQcFmypl,jMGKIHECFnLDAB
14nh_05715,oabcdefbcfghideijklghlmnamkjnRQQsdzGh4j,cKnFIGDLJEBMHa
14nh_05716,oabcdefghiajefihgbklcdmnlknmjRYQQc---Nj,jLNMHKIEGaDFBC
14nh_05717,oabcdefgchijaklmgdhbmlknjiefnNj10cl9--j,ielMbaNKfDcHjG
14nh_05718,oabcdbefghaifjklmncdnmhglkjeilvQYgFE--l,jmHFKDnCBaLEig
14nh_05719,oabcdbefghaijeklfjmncdnmiglkhRKSQfbogap,jDiMGKEAcnLFBh
14nh_05720,oabcdefghiajeklmghndcbjfklmniBwQYcVCN-p,jlHMIKaBCnFEgD
14nh_05721,oabcdefghbcdijefghklmnaijknmlBjvvfp8H-p,djnmHIklEafgbc
14nh_05722,oabcdbefghijklhmnefgcdlijkanmRwLsfFecgc,biDLJKmnfaEChg
14nh_05723,oabcdefbghidcijkalmnefnjhgkmlRQwQenW8ao,gfIBKnaJLCEMHD
14nh_05724,oabcdbefghfijklmnjiecdhganmlkRAvkfF2W+a,cjiEMLNFkbahDG
14nh_05725,oabcdefgahidjfklejmbnilkhncmgBPLYchpM9o,kGEhmJIdALnFBc
14nh_05726,oabcdefbghcdijklamnghijnmkeflRmvvd----p,gdkmaInJLFbHce
14nh_05727,oabcdbefghijklagmncdlknefmjihRuLSf--3-o,hfInBKmlJCEagd
14nh_05728,oabcdbefghijaekgjlmihncdlmnkflvLPg-HX8l,ihnGmJCElKFabd
14nh_05729,oabcdbefcdghijkgalmefkjnhinmlRsvwfF+8Wp,gfJmldaIKBHnec
14nh_05730,oabcdefgahijebklmdckhngfjmlinNSASc--Z-m,kJMFIlaNBDgCeH
14nh_05731,oabcdefghbijehklmnakgfjdcilmnlPvTeTd-3o,fiKGmnJCblDHae
14nh_05732,oabcdbefcdghijklhmaefgnilkjnmRsvwfF+-8p,fIemlnHJAGbcdk
14nh_05733,oabcdefbcdghefijklmnjihgaklmnRQunfba+Np,cklFGIDNEmabjH
14nh_05734,oabcdbefghfeijklmnakjdcilmhgnRQAQcTzWmi,fLGMJnHBKEICAD
14nh_05735,oabcdbefghijcdjgklmnamlefkhinRMALeFY3pi,emHinGKBLdFJCa
14nh_05736,oabcdefbcdghijhklmanjimfelkgnRAzLcpVThp,flnHMaIJCGEbkD
14nh_05737,oabcdefgahijklmihfnbcdjklmengBvvsfV-F-j,kdhiajLbcmnFGe
14nh_05738,oabcdefghbijedjklmaichnfgnmlkRQwQeFM9go,fGDInmJLCBAHKe
14nh_05739,oabcdefgahijkfgilmedcbnljkmnhRu2sfF+KNj,kdiNhMLjbeaGFC
14nh_05740,oabcdefghijkedklmhnbcfgnajlmitvvwfhssJa,cjgLimkaehbnDf
14nh_05741,oabcdefgahijkigbcdlmnkjfenmlhRSQQcpp-dp,kCGNLJIBMFaDEH
14nh_05742,oabcdeafgdhijklbmnclkjihegnmflRQQcN5-Fo,lJIHGKMDCNFaEB
14nh_05743,oabcdefbghijagklmnedlihkcfnmjRwQMc-X4Hp,iFHKBmJCnLDGAe
14nh_05744,oabcdefbghcdijklaghkmnjiefnmlBkLvfp5pzi,gKfmicnJLeAHdb
14nh_05745,oabcdefghdijkfeicblmghalnkjnmBPj1c-m-5m,dCImLHjnKBfEag
14nh_05746,oabcdbefghcdigjklmnjklhiaemnflnvvf--b4j,ckfEHaiDnlmbjg
14nh_05747,oabcdefgehcijkalimnbljmdgfhnkxv1ubFUNxo,hmGabklnCefjid
14nh_05748,oabcdefghiebjklmnjcdklifanmhgRPMkfFyGHa,cjfHLNbEKMaDIG
14nh_05749,oabcdefbghijagklmkcfjindenlmhZmRsd-NH5j,iCHJNgkBmLfDaE
14nh_05750,oabcdecbfghijkglmhknajidemlfnRwzLcb8Zpi,ejGLnHBFDmaiCk
14nh_05751,oabcdecfghijaklimbknjmfghdelnRsMTc-OEfp,iHeAnLMKdCGJFb
14nh_05752,oabcdbefghijkefgcdlmjinlakhnmRYkvgF842d,cGlEKIJmAFDnhb
14nh_05753,oabcdefghiajkljmihgdcblknfenmRLwQcpOf-m,jGAnmKBILcFEHd
14nh_05754,oabcdefghbcdefijkilmnhglmnakjRPuvf--tmc,biFGHlCDjamnek
14nh_05755,oabcdefghijkghibcdeflmnlkjanmRvPuf-y8Zd,blIJKhnefCDmag
14nh_05756,oabcdefghijklmkjanmlghibcdefnRvvLc-yEWp,gmjkHIaDEFcnbl
14nh_05757,oabcdefghiajklmdnbjhemlfgkcniBNPuc3nB+o,jHfIAlbmKnDCgE
14nh_05758,oabcdefgafhijhedijklmnlbcknmglTQQcNhG5j,kCEMBIJFLGnHDa
14nh_05759,oabcdefgaheijkljmnilkfgmnbcdhBLQMcpgddp,kmDFHBCnELaIJg
14nh_05760,oabcdbefghijklmnaefihgcdjmlknRALkfFWp4p,gJKHlmnIDACBfe
14nh_05761,oabcdefbcdghijkilmanmfekjlhgnRsvzfphJXi,fnHlkaIJBGemcd
14nh_05762,oabcdefgcbgfhijklmahnjinkledmRkvvdhM8Zj,fclmHnJEKGIabd
14nh_05763,oabcdefbghijklmnaihgcflkedjmnRALYe-Xp+p,gKHmIlnJECBAdf
14nh_05764,oabcdbefghaijgfklmnecdhjknmliRvvsfF--+p,jgmihKncdaLFEb
14nh_05765,oabcdbefghficdjklmanhgneijklmRQuQfFP-jp,fJAKmnHLCBIGde
14nh_05766,oabcdeafghfijkldejmnklcbhgnmilA6QcN2q4j,lJAfHNKDMBGcIE
14nh_05767,oabcdefghiajiklbgmnfcdelknmhjRuQQg-zp-i,jnGMHKLBDaCFEi
14nh_05768,oabcdefgahcdijeklbhmglkfnijnmRSkRc-FYti,kLIMGaNDJCfEBH
14nh_05769,oabcdefghijdcbgklfemnjahklmniRKQ1e-3-4j,dKmhJILanEGBFc
14nh_05770,oabcdbefghfijeklhglkcdmnajimnRAQsfFgy+m,chnEMIKFaLGJDb
14nh_05771,oabcdbefghijfghkldclkemnaijmnRnPsgnNZ4m,cHnEKMiAfgLDJb
14nh_05772,oabcdefghiajcdefklmngbjmlknhiRLszf-U-1p,jKLhgmAdenFBCi
14nh_05773,oabcdefghiajklmfnblkjmedcnghiRLQQeFpy4p,jEFHBALKmnDGCi
14nh_05774,oabcdefbghijklcdmkhnaglmjiefnNuvvdZN5Fo,ekjGnHlDacmfbi
14nh_05775,oabcdefbghijagcdklmkhinmlnefjRwsvd-922o,iJdfmgcKnLBHAe
14nh_05776,oabcdefbghijklmihmlnagcdjkefnRwvjd-9m7p,eFjGnHBDAlcmik
14nh_05777,oabcdbefghijfeklmnaklmjihgcdnRQAQc-HXao,fMKJGnHELDCIAB
14nh_05778,oabcdefghiedcbifjkalmnlhgmnjkRPsvfF45am,fdaibnLKMcHGJe
14nh_05779,oabcdefghdefibcijklmahgnmlkjnRQszfhJhEi,eHnmbKIJAGLFdc
14nh_05780,oabcdefghiajgklbcmnlihkfenmdjRvRKc-Eo3m,jmEKHnbLDaCIGf
14nh_05781,oabcdbefghijklamngcdjihnfemklRkTQe-HNHp,hEIMLKanJCFBDg
14nh_05782,oabcdefbghijakhlmncfjiedlmngkRu1mf-5HFi,imgJnKbcaLFDhe
14nh_05783,oabcdefbghijklagcdmnjklinfemhBwjvf-9BEl,hIgmncjlKBfAed
14nh_05784,oabcdefbghijklagcdhimneflknmjBwjtdp97Np,hIlGjnDmKBeAcf
14nh_05785,oabcdefghicjaklmgnedibjfnhklmRkTQe9S3Zo,ihLKMNCabEDFGJ
14nh_05786,oabcdbefghijhefgaklmndcnmijlkRQsQgna4mm,gfDHBLaICMNEKJ
14nh_05787,oabcdeafghcbfijklmednlkghnmjiln1uf--ZZp,liMakhNjebfdCG
14nh_05788,oabcdefgahgijkilmbcnkjlmnfedhRLQQc-MXgp,knGBHLCDFMaEJI
14nh_05789,oabcdbefcdghijaefkhlmgknjmlinRszwgFgsyi,hKmFbnCeJLAIdg
14nh_05790,oabcdefbghifcgajklmnhdeinmlkjRQulf9W+Tp,hgfLJcbaKDMNEI
14nh_05791,oabcdbefghijkdclfmngleakjihnmlvwvfTadma,dihlFJnmbaEgck
14nh_05792,oabcdefghiafjdckglmnibejkhlmnBwAXeVA3Lp,jgKMinlCdeFBaH
14nh_05793,oabcdefghijbcdeklmgnafklmjihnlLwvf-XJhi,elminJKadcFGbh
14nh_05794,oabcdecfghijhkagldemnbfljimnkxQzQc-z7-p,hEjGKMCnDbiAFL
14nh_05795,oabcdefgcbhigfjklhijmnalkmednRYuvdhEYpj,dkFnHCJElGmaib
14nh_05796,oabcdefbghijkljmagcdnihnlkefmRwLud-rUto,gHdkmInJBFAcel
14nh_05797,oabcdefghijkalmnefihgbcdlmnjkRsTkf----p,igKMLJabnEFCDh
14nh_05798,oabcdefghigjklebmkjnamcdlhifnRAAPcFpgBl,eFKInLBDCHmGAj
14nh_05799,oabcdbefghijfeklmnakjgcdhilmnRQuRe-H-zo,fKGJmnHCLBDIae
14nh_05800,oabcdbefghaeijcdhklmfnjingklmRLsPfFSpya,jGKnimBFdeLCAh
14nh_05801,oabcdbefghigjkcdlmfnklaenjhimlvtvf-Ep-g,dmhlFKaicbEngj
14nh_05802,oabcdefgahcdijklmignefnbhmjklRm1kfp-WWa,kLejiNMFacdHBG
14nh_05803,oabcdefgchibgdjkalmjhiknlfemnRMuvg3sojd,gfknaIdLMEHcJb
14nh_05804,oabcdefghbcdefijghklmnakjinmlRPuvfbd+-p,dknmHIJlEFbgac
14nh_05805,oabcdefbcdghijefklmnjinkaghmlRYsAf--p2d,chkFGJDaMEnbIL
14nh_05806,oabcdeafghijcbhijklgfmednlknml1unf--p-m,lgeMbcjaNkfhDI
14nh_05807,oabcdefbghijklmncdeflkagnmhijRwRKe-D4jo,dKhiGLMAcnBEFj
14nh_05808,oabcdefbghcdijhgklmnakjilmefnRmvvd-55-p,ekmGnHJDlFbiac
14nh_05809,oabcdefghijkalkjimnbcnmfghedlRwLQc-JX-p,inmEJCLKaDHFGb
14nh_05810,oabcdbefcdghijklmnaefgnijmlkhRsvwfF+-8p,fInlmkHJAGbced
14nh_05811,oabcdbefghijaefklmjnhgcdniklmlvvnf-NFEo,ilhnmJdbcKFaeg
14nh_05812,oabcdefghiajgklmndchibenmlkfjltQQgFE--l,jmHGKNLCBaFDiE
14nh_05813,oabcdbefghijkgcdhilmnkjlaefnmRMszgF8+8a,cFlEJAIkMDgnbH
14nh_05814,oabcdeafghijcbkilmedjkngmlhnflTQYe-5-Nj,liEMHJNCkFbaDG
14nh_05815,oabcdefghbcijklmenadihgjklmfnBjvwfxC4ci,fKilmnJAebGcdh
14nh_05816,oabcdecbfgahijklminfgnjkedlmhRuv1ezEGNj,jdgifnbLcaMHKe
14nh_05817,oabcdefgahijklcdmnlbgfeijmnkhRSQQcng-al,kHJLICNMBEaFDG
14nh_05818,oabcdbefghcdijhgklmnfeaijklmnlRsLfHb4pp,dJlmFInKEAHbcg
14nh_05819,oabcdefgcbhigdefjklmnhijalmnkRYsvfhEi8a,clkGIJDmFEnabh
14nh_05820,oabcdefbcdghaijkljmnhfegilkmnBsvvf-NZTm,icghnkabdLMeJf
14nh_05821,oabcdefghijdklcbmnghijamlkefnBLs1epqEyi,dJflKIcmnBEagh
14nh_05822,oabcdecfghidejklagmnfbjinmhklxvuzf9-Eso,gejMbknClhadif
14nh_05823,oabcdefgahijedcbhklmjinlgfmnkRSsZe--FMj,kGMLahBjNfeDCI
14nh_05824,oabcdefbghijkgldefclminkamhnjRwQuf9A9Mj,cghFJKImnLEDab
14nh_05825,oabcdbefghijkealmingldcmhnjkflvvzfTgJTb,hefaIlmkJDncbg
14nh_05826,oabcdefghiajklefmkjnihgdcblmnBsvRep-5-p,jdliaNMKbeHGcF
14nh_05827,oabcdefgahifjbklmkcdnihmlnejglvQMg-tTXk,kgjEHLIaDMnCFb
14nh_05828,oabcdefghbcdijefghklmnjiamlknBjvvfXJ--p,clmGHjkDnefbai
14nh_05829,oabcdefgchijaklbmnhdefglkinmjRsYQf97ypp,iFhMKLAcnBDEJg
14nh_05830,oabcdefghiajcdklebjmnklfgnmhiBLKwgVVx8m,jKflAHcmEnDBgi
14nh_05831,oabcdefghiajklgmnbcfedlkjhmniRvLsf-+X-j,jgmiKLbacnDFEh
14nh_05832,oabcdeafghedijcbkglmhijkfnmlnlntvf-zgGj,lfNhMikbdagjEC
