name,knot_sig,dt_code
14ah_12248,oabcadefghijkefljmdbcnhimklgnvvvvfVpt7e,meljkbdancgfih
14ah_12249,oabcadefgbchijkldgjihmnkfelnmvvvvfpmaaa,mkgnhjaedlbfic
14ah_12250,oabcadefghijklmgnejidbcnfmlkhvvvvfpBS9a,mgfhlkjdanbeci
14ah_12251,oabcdefgabhijkclmfgnldkhijemnvvvvf--Z8d,khiljndcbmfage
14ah_12252,oabcadefgbchfeijklmknijnhgdmlvvvvfFEiHd,meknbihljfdagc
14ah_12253,oabcadefgbchijhklmkijgdnmlfenvvvvfFoKCi,mlinhdkfeagbjc
14ah_12254,oabcdefghdijchkflmnbjiekglanmvvvvf-Kmjd,bjkfihlcmnagde
14ah_12255,oabcadefghijdekljbcmfnhgnklimvvvvf-2-yd,mejlakdnbcifhg
14ah_12256,oabcdeabcfghijkdeilmhnfkjlmgnvvvvf-Z8dd,lmkfinjcbdghae
14ah_12257,oabcdeabcfghijklmghnjdeknifmlvvvvf--Wmd,lmfjikcdngbeah
14ah_12258,oabcdeafghibcjklmdegnijmlkhnfvvvvf-ZWdm,lghmjinkdebacf
14ah_12259,oabcadefgedhijklmbcinklgfmjnhvvvvf-8Wdm,mcjahiknlfbedg
14ah_12260,oabcadebcfghijfkhlmnjedinmlgkvvvvf-B4Th,minljcdkeahgfb
14ah_12261,oabcadebcfghijklfmjnledknihgmvvvvf-7HTh,minlkjcefahdgb
14ah_12262,oabcadebcfghijklmedknifghmlnjvvvvf--88d,mgnjihkalcdfeb
14ah_12263,oabcadebcfghijklmedingfklmjnhvvvvf-p-8d,mgnihjkalcfedb
14ah_12264,oabcadefghijkbclmkdenihglmjnfvvvvf-H-Hj,mhjignkalcfdbe
14ah_12265,oabcdefghfijklcdjmnblkanehgimvvvvfptojd,dfglmkhbcneiaj
14ah_12266,oabcdefghdcijkgflbalmnkjnmihevvvvfVn2Mb,fdlbkhnjmegcia
14ah_12267,oabcadefghijklmehgfnjbcknidmlvvvvf-p8md,mfgkjlcbdnhaei
14ah_12268,oabcadefghijkbclmkhgdnlmjifenvvvvfFM-Fi,mlhkgnjcafdbie
14ah_12269,oabcadefghijdbckhlmijenglmfnkvvvvfVClpe,mijhanckdlgbfe
14ah_12270,oabcdefghdcijkljimnlkbefanmhgvvvvf-md-a,ckfmgnbdjlhaie
14ah_12271,oabcdefghdcijbefakljimnlknmhgvvvvf-m-Wa,gdleacjmknfhbi
14ah_12272,oabcdeafgbchijklmihdemlnfgjknvvvvf-mmpa,ljmfkhcneadibg
14ah_12273,oabcdefghijbcklhajkfmnednmglivvvvf-Zmzc,gmeicjkldbnahf
14ah_12274,oabcadefghijkbclminklgfehmjndvvvvf-pZ8m,mjighnklfbcdae
14ah_12275,oabcdeafghijkdclmbenfmlijkhgnvvvvf-aZaa,lkijmhnaecbgfd
14ah_12276,oabcadefgedhijklfgmknbcijnlmhvvvvf--z+j,mcgajhblknefdi
14ah_12277,oabcadefgbcehijgfkljmnilkhnmdvvvvf-8djj,mdfnkhbjlegiac
14ah_12278,oabcadefghibcjfklemndlkihgjmnvvvvfpWmma,mgkjnbilafcehd
14ah_12279,oabcdeafghfbijeklmhgndjicnmlkvvvvf-wILa,lgainkbjdmfech
14ah_12280,oabcdeafghijkdclmbekjnhgfmlinvvvvf-WZda,likgmjncbaehfd
14ah_12281,oabcdefdghijkbclmfeihgaknmlnjvvvvfppppd,dckijglnmaebfh
14ah_12282,oabcdefghijfklmkcbanihndejgmlvvvvf-282a,fjahilnckbdmeg
14ah_12283,oabcadefghijklfmnbcglkjemndihvvvvf-a8Wd,mjhlibknedfacg
14ah_12284,oabcdefghicjkbilgmnkjdeflhanmvvvvf-jjCc,bjhlmnckfeagdi
14ah_12285,oabcadefghijkgdbclhmjnfenkmilvvvvfVXmBd,mjelkancdbihgf
14ah_12286,oabcadefghijklfelmhgmnjbcinkdvvvvf-FM5j,mfhklbecgdniaj
14ah_12287,oabcadefghfijbckilmnljkehgnmdvvvvf-jtsi,mjkbindlgfchae
14ah_12288,oabcadebcfghijfkdejlhmnglimnkvvvvfpJHHb,mgnjkcaedlhifb
14ah_12289,oabcadefghijdkhlmenglmfnkbcijvvvvfVeYqd,mghlacijfbendk
14ah_12290,oabcdefghijklhgfcmkjnbanmdelivvvvf-BVnd,dlfhnbkjmcgeia
14ah_12291,oabcdeafghijklmdeghnjbcklmnifvvvvf-p8mm,lfkijnbcmdgahe
14ah_12292,oabcdefgehabijhklmndjicngfklmvvvvfVDcPb,jfnigbkmcdaehl
14ah_12293,oabcadefdghijklhmnklfegbcmijnvvvvfV5N3g,miaflhkebcndgj
14ah_12294,oabcadefghdeijhbcklmknfijgmlnvvvvf-8VXg,mdkajcnlgbehif
14ah_12295,oabcdeafghijkglbemnijkhdclfnmvvvvf-dpWd,ldghjnkcbmafei
14ah_12296,oabcdefghijklfedmhnjcbalgminkvvvvf-mppd,dghinkjlmafbce
14ah_12297,oabcadefghfijklemjimnbclhgkndvvvvf-gmVn,mfkbgjhdlnceai
14ah_12298,oabcadebcfghijkgflmihndelkjmnvvvvfppmaa,mjnfhkcldageib
14ah_12299,oabcadebcfghijdeklmnhglkfinmjvvvvfpdyya,mfnikajldgcheb
14ah_12300,oabcadefgbchijkilmnefkjlhgdnmvvvvf--mZd,mhknfijlbedagc
14ah_12301,oabcadefghibcjkelmdknihgmlfnjvvvvf--KCc,mfjinhkalcgbed
14ah_12302,oabcadefgbchijklmnjihgdmlefknvvvvf----p,mkinhljedafbgc
14ah_12303,oabcdeabcfghijkdelmifnlkjmhgnvvvvf-N--j,lmkginjbfdchae
14ah_12304,oabcdeabcfghijfklgmnjdeinmhlkvvvvf--FEo,lmfibkjdngceah
14ah_12305,oabcdefghijfklmbamihnkcdejgnlvvvvf-2S9a,gkfhijmndlbeca
14ah_12306,oabcadefghijkeflmnhbcinmjklgdvvvvf-dddm,melikbjcngdfah
14ah_12307,oabcdefghicbjkihlfemndglkjanmvvvvf-558d,bkgljicnfmdaeh
14ah_12308,oabcadefghibcjklmnjihgdmlefknvvvvf----p,mkihnljecafbgd
14ah_12309,oabcdefghiabjkclmfkjghinldemnvvvvf--Zpd,jekibmnclgahdf
14ah_12310,oabcadefdghigefjklmnjbcknhimlvvvvf-ddma,meakcbjlfnhdgi
14ah_12311,oabcadefghfijkighlmbcnledmnjkvvvvfppmda,mjfbldckngaieh
14ah_12312,oabcdefghijdklehabmngfnmlkcjivvvvf-ZFMd,gdjbmhkalcnfei
14ah_12313,oabcdefghiajklmdehinlbgfcmnkjvvvvf--88m,jihlnbmkeafcgd
14ah_12314,oabcadefgbchiedjkilgflhmnkjnmvvvvf-ppdd,mehngakibdlfjc
14ah_12315,oabcdefgahijkbgfelmknildcmjnhvvvvf-N-5j,kgfnmijelbachd
14ah_12316,oabcdefgahijkbgfelmdcknilmjnhvvvvf-N-Nj,khgnmiljebacfd
14ah_12317,oabcdefghijkalimcbknldehgfmjnvvvvf-Z88d,imjnaklbdcegfh
14ah_12318,oabcadefgbchijkljmhgdnmilkfenvvvvfFEMNj,mlhnjkedagfbic
14ah_12319,oabcadefghibcjhklemndlkijgfmnvvvvfpZmmd,mgkjncilafebhd
14ah_12320,oabcadefgbchijklmnhgdmlefkjinvvvvf----p,mjhnlkidafbegc
14ah_12321,oabcdefghijklbedchimnjgfalmnkvvvvf-p-8a,clhijnkmaedgbf
14ah_12322,oabcadefgbchijkihlmgnelmfndkjvvvvfF+8zc,mihnfldjkgbaec
14ah_12323,oabcadefghiefjhbcklmnlkijgdnmvvvvf-Z8md,mdkjbcnilgeahf
14ah_12324,oabcdefghijklfelmhankjnbcdgmivvvvf-BZ2d,fkagijcdlnbmhe
14ah_12325,oabcdefghijdcklbefgmnhalkjmnivvvvf-Z8ma,djmhkilnbeafgc
14ah_12326,oabcdefghijklfcbgmnjihadelmnkvvvvf-pp-a,dflikajnmbegch
14ah_12327,oabcdefghijklhabgfemkjndcnmlivvvvf-B-2a,hkjmficlaebndg
14ah_12328,oabcadefghijklmgnijbcelmfnhkdvvvvf-z4Nj,mifgljkdnebcah
14ah_12329,oabcadefghijkglbcmjnhldefknimvvvvf-BV9g,mjelkindcabhgf
14ah_12330,oabcdefghijkldclmhankjnbefgmivvvvf-BZ2d,fkahijcldnbmge
14ah_12331,oabcdeabcfghijkdeljgmnfklihmnvvvvf-Zmad,lmgjindkbfchae
14ah_12332,oabcdeabcfghijkdelmihnfklmjgnvvvvf-Zmda,lmkginjcbfdhae
14ah_12333,oabcdefgahijkfglmnhbedcinmjklvvvvf-ddpa,khjniamlebdfgc
14ah_12334,oabcadefghijkefglbcmjnhldknimvvvvf-B-2g,meflkbjndcaihg
14ah_12335,oabcdefghfebijklmnjicdnkahgmlvvvvf-Cs+a,cfjhmgaelnbidk
14ah_12336,oabcdefghiejkblmakndmlcnghifjvvvvfVhjPh,gdnhjklmbfeiac
14ah_12337,oabcadefghiejkfilmdnhgkjnbclmvvvvfV-hEd,mdifjblacehngk
14ah_12338,oabcdefghigjkbclihmnldefaknmjvvvvf-g79g,clhimnkfadgbje
14ah_12339,oabcdefghijdcklmkbahnfejmlingvvvvf-85Cc,fehmjinkbacgdl
14ah_12340,oabcadefghijkbcihlmndkjglmfenvvvvfpmpaa,mljfinckadgbhe
14ah_12341,oabcdefgahijkbclmijnldgfemnkhvvvvf--Z8m,kejlibdnmfacgh
14ah_12342,oabcdefghijbcklmnhgnmfajkdelivvvvf-ZWmd,djfhibnlaecmgk
14ah_12343,oabcadefgbchigdjhiklmefmnklnjvvvvf--FEi,miengadkjblhfc
14ah_12344,oabcadefghdijghbcjklmefmnklnivvvvf--FEi,mieagcnkjblhdf
14ah_12345,oabcdefghfijabkljmniedlkchgnmvvvvf-8jNa,ifnhkbjlcaemgd
14ah_12346,oabcdefghiabcfjhklmkinednjgmlvvvvf-5jzc,jkheinlfmdagbc
14ah_12347,oabcdefgahijklmnjdcklbefginmhvvvvf--5-j,kifjblcmndageh
14ah_12348,oabcdeafgbehigfjklmnhdcilkjmnvvvvf----p,ldniajkcmfegbh
14ah_12349,oabcadefghijkgdlmijefkhbcnlmnvvvvf-ddZa,mhegialdbcnfkj
14ah_12350,oabcadefghiejkdlmifjkghbcnlmnvvvvf-WdZa,mdighalbecnfkj
14ah_12351,oabcdeabcfgdehijklmgfknihmlnjvvvvf--ZZd,lmgnihjbkdfeac
14ah_12352,oabcdeabcfgdehijklmingfkjnhmlvvvvf--88m,lmhngikjbedfac
14ah_12353,oabcdeafghibcjklmdeghmnkjnlifvvvvf--8pp,lgkmihnbjdeacf
14ah_12354,oabcdeabcfghijkdeihlmgnkjnfmlvvvvf--8md,lmhfinckjdbgae
14ah_12355,oabcdeabcfghijklmknihdenjgfmlvvvvf-pZ8d,lmjgfkicndbeah
14ah_12356,oabcdefghiajkdghilmfenjbcknmlvvvvf-ppZa,jhmnilakfdgbec
14ah_12357,oabcdefghiabgjihjfklemndlkcnmvvvvf-5zsc,jmnbhliekfagdc
14ah_12358,oabcdefghijfekilgmnbcdankjlhmvvvvf-2gpg,djklmnicbfhgae
14ah_12359,oabcadefghijdkflmnhbcinmlgkejvvvvfpdddd,mlkiabjcngfedh
14ah_12360,oabcdefghijklfgjcdihemnbanmlkvvvvf-p-Za,cmhnkiljbfdgea
14ah_12361,oabcdeafghijkbclmdegnklmhijnfvvvvf-dZdm,lgjhminkebcadf
14ah_12362,oabcdefghicjkbihlmnfedglakjnmvvvvf-jj-a,chkimljdagnbef
14ah_12363,oabcadefghiejklbcmhgnjkldifnmvvvvf-2V9a,mdhkijncleabgf
14ah_12364,oabcadefghijklhgdefmjnlbcknimvvvvf-N-5j,mgflkcabdenihj
14ah_12365,oabcadefghijklmenbcihndmfglkjvvvvf-a8ma,mfkhljincabedg
14ah_12366,oabcdeafghijkdeilgmnfbckjlhmnvvvvf-mpmd,lfeinjkamcbghd
14ah_12367,oabcdefghijbekldcmnlkfghajmnivvvvf-Zm8a,ckghjmnaeldbif
14ah_12368,oabcdefghiabjhklijcdgklmnfenmvvvvf-zMpd,jdfnkmcilgaehb
14ah_12369,oabcdefghbcfijklmnjinkedahgmlvvvvf-Cs+a,cfjgnhadlmbike
14ah_12370,oabcdefghijdehklgfcjimnblkanmvvvvf-Z5qc,blmgjhkdnecfai
14ah_12371,oabcadefghijklmenbcilmhgfndkjvvvvf-a8ad,mfjhliknecbadg
14ah_12372,oabcdefgehabijhklmndjiclmngfkvvvvfVDcjg,jfnghbkdmcaeil
14ah_12373,oabcadefghijklfembcihndmlkjgnvvvvfVn2da,mflhkbjncaedig
14ah_12374,oabcadefgbchijklhimkdnfenglmjvvvvfVnMzg,mjknghdlabifec
14ah_12375,oabcadefghdifgjklmkniehbcjmlnvvvvf-my8g,mieabklfdcnghj
14ah_12376,oabcdefghijklbcmnhijedalmfgnkvvvvf-pZpd,dkgijnblmaechf
14ah_12377,oabcdefghiabjkclgminlfedkjmhnvvvvf-8Z8d,jhkmnclbdeagfi
14ah_12378,oabcdefghijklfabemkhijndcnmlgvvvvf-EV3a,hjmlfibkaencdg
14ah_12379,oabcadefghijkghilemndbclfmnkjvvvvfppp8a,mgeflcjkanbhdi
14ah_12380,oabcadefghijklhijbcmnelkdnfgmvvvvf-C+Ka,milfjcdnkeabhg
14ah_12381,oabcadefghijfklbclhimnjgkenmdvvvvf-HFGj,mkjhbgncldeiaf
14ah_12382,oabcdeafghijkdclmnhkjilbegnmfvvvvf--N-j,ljhgmkbcenfaid
14ah_12383,oabcdefghdefaijkljmhgnibclkmnvvvvf-8mWd,icghlajbefmndk
14ah_12384,oabcdefdghijklminfeglmhnabckjvvvvf3i3Md,cdhafkljbmneig
14ah_12385,oabcadefghijkedklmfbcnhingmljvvvvf-md-a,mekjfalbncigdh
14ah_12386,oabcadefgbcehijklminfgkjnhmldvvvvf--HNj,mdinkjlebfhgac
14ah_12387,oabcadefgbchigfjkihlmnjknedmlvvvvf-pdad,mkengbjdlfiahc
14ah_12388,oabcdefghicbajkflminjdekglmhnvvvvf-88md,ifgmaklcdnebhj
14ah_12389,oabcadefghigjedkljfbcihmnlknmvvvvf-mppd,medigakbnclfjh
14ah_12390,oabcdefghicjkbakjlmfinldemghnvvvvf-mdZa,hmflbjkdnecgia
14ah_12391,oabcadefghdifjklmeibcgnklmjnhvvvvfVHqle,mgiabjkdnlfech
14ah_12392,oabcadefghijkglbcemkjmflnihndvvvvf-9EBl,mgekhjnidblcaf
14ah_12393,oabcdeafghibcjklmdenlkhgfijmnvvvvf-WWaa,lijmhknebadgcf
14ah_12394,oabcadefghdbcijklmfeijmnhgnlkvvvvfV3GHb,mhkanilbegcjfd
14ah_12395,oabcdefgahijkfelmbcdginmlkjnhvvvvf-pZpm,kgimhlnjdbaefc
14ah_12396,oabcdefghiajkfiljmndcnmbekghlvvvvf-mdZa,jhnafkdlmcgebi
14ah_12397,oabcadefghfijklmkndeijnbclmghvvvvf-WW-a,mhlbikeadgnfcj
14ah_12398,oabcdefdghijklmbakhncmlfegnijvvvvfpdppd,gkhmiblnjdefac
14ah_12399,oabcadefghibcjfklihgjmnekldnmvvvvf-WmWd,mjhgnbkcelfaid
14ah_12400,oabcdefgehcijdhklmnbanijgfmlkvvvvfVndJb,ejhmlnkcgfbida
14ah_12401,oabcdeafgbehijklfgmdcmnihnlkjvvvvf-8aZa,lfnikahmjcedbg
14ah_12402,oabcdefghbefahijklmdcnjinmlkgvvvvf-8gBa,ifhgjbeclmdnak
14ah_12403,oabcdefghdaijklmgfnjinmlkbchevvvvfV9ydd,jegmfacbklhndi
14ah_12404,oabcdefghijkldcmihmlkjnfabengvvvvf-gBWd,cefainkmldgjhb
14ah_12405,oabcdefghdaijklmnlgfkjinmbchevvvvfVnSXd,jfdgmbacklhnei
14ah_12406,oabcadefghdbcijkljfeimnlkghnmvvvvfVXSXa,mhkangjbelfcid
14ah_12407,oabcdefghijbefgkilmjndcnkhamlvvvvf-Zdmd,bjglhnkdefamci
14ah_12408,oabcdefghijbcklmnhedajkfglmnivvvvf-ZWZa,ekhlijnbmafcdg
14ah_12409,oabcadefghiejkljmnhgnbciflkmdvvvvf-2Snm,mdhjfklcgnbeai
14ah_12410,oabcdefbghijkgafldmknihnjmclevvvvfppZmd,hgfelmijkbandc
14ah_12411,oabcadebcfghijkgflmkhednlmjinvvvvf-tY-j,minflhckdagejb
14ah_12412,oabcadebcfghiedjklmihnlkfgnmjvvvvf-pNKp,menkhajldgcifb
14ah_12413,oabcdeafgbchijklfgmnhijdeknmlvvvvf-maWa,lfmhjakcdngebi
14ah_12414,oabcdeafgbchijklmgfnlknmhdeijvvvvf-p2gd,lfmkhiaegcndbj
14ah_12415,oabcdeafghijkgfkhbclmnjildemnvvvvf-BZyd,ldieabmkcgnhfj
14ah_12416,oabcdefghijklfcdelmjnbghankmivvvvf-BV9g,chgmjinlkdebaf
14ah_12417,oabcdefghdcbijklefmkniahgmlnjvvvvf-88md,dgkjihlaenmfbc
14ah_12418,oabcadefghijkbclhijmnglkdemnfvvvvf-Hh4j,mkigjncdlfahbe
14ah_12419,oabcdefghijklmnjifalmbedcnkhgvvvvf-m88a,flhgkibcnemadj
14ah_12420,oabcdefghijbcklhgfajmnkdelnmivvvvf-Z8Wa,felhbjkcnmagdi
14ah_12421,oabcdeafghijkdclmgfbenhmlkjinvvvvf-adda,lfkjmianbechgd
14ah_12422,oabcadefghijkbcljmfndklihgmenvvvvfppZWd,mlkjindbafcghe
14ah_12423,oabcdefghigjkbclmdaknfemlnihjvvvvf-g-8g,fdhmjklnbeiagc
14ah_12424,oabcdeafghidegjbcklihmnlknmjfvvvvf-Z-Wm,ldgnkmibjfhaec
14ah_12425,oabcadefdghijbckfelmijnlghmnkvvvvfVb7zg,mgakinbjdlchfe
14ah_12426,oabcdefgahijhbgklmjinlkfcdenmvvvvf-BV9d,kfangbjdlmecih
14ah_12427,oabcadefghijkbcelmhnfljimgnkdvvvvf-8-8m,mfkjlnicbdghae
14ah_12428,oabcadefghigjkdbclhifjmnkelmnvvvvfVHnMb,mkdhiancblegjf
14ah_12429,oabcdefghdaijklmgfibcjnlknmhevvvvfVnBZa,jfgmakhbclendi
14ah_12430,oabcadebcfghigjkdelmnjflmihnkvvvvfppdma,mgnekiajlchdfb
14ah_12431,oabcadebcfghigjkdelihmnjflmnkvvvvfppdWa,mgnehjakdlcifb
14ah_12432,oabcdefghiejkflhcbadilgmnkjnmvvvvf-55jd,fjiekcnalmhdbg
14ah_12433,oabcdefgabehijklmkgfnihnjdcmlvvvvfFotYd,kmgejnhbcldaif
14ah_12434,oabcdefbafgdhijkljimnlkhcgenmvvvvfpZm8a,kihegcjdlmfnba
14ah_12435,oabcdefghiedijgklfjhcmnbanmlkvvvvf-zsYa,cmjnhklegfbida
14ah_12436,oabcdefghiajkfghelmdinjbcmlknvvvvf-ppZa,jimlhnakdfgebc
14ah_12437,oabcdefgcdehijkbgflmaknimlhnjvvvvfF+esc,ednjklimfgbahc
14ah_12438,oabcdefbcdghijafekhljmnilgknmvvvvfpNtsc,hjmngcbdklaife
14ah_12439,oabcdefghijklhemkjnbcdanmfglivvvvf-BBpd,dkghmnbjlcfiae
14ah_12440,oabcdefghiajkflhmnglekjdcbimnvvvvf-mdZd,jfeimlakndhgbc
14ah_12441,oabcadefghijklmehnjbcinklgfmdvvvvfFyGhi,mfkijlcdngebah
14ah_12442,oabcadefghijfekilgmbcndkjlhmnvvvvfVTndd,megfbjklnadcih
14ah_12443,oabcadefghijkldmfnjbcghinklemvvvvfFEMFi,mlijkabdncgefh
14ah_12444,oabcdeafghibejkilmngjdckhlmnfvvvvf-5hEi,lgenijkdmbfach
14ah_12445,oabcdefghiajgkcblhmnjfedklimnvvvvf-mp8d,jmkhialbnecgfd
14ah_12446,oabcadefgbchijkedlmknihgfnjmlvvvvf--88m,mfjnihalkdbegc
14ah_12447,oabcdefghijdcbeklhajmnkfglnmivvvvf-ZZWa,femibjlkcnaghd
14ah_12448,oabcadefghijkbcilmjkfgmlhndenvvvvfp---a,mlifhnjdbgcake
14ah_12449,oabcadefghijklfedgmijnlbcknmhvvvvf-NF4j,mfghkbaldenicj
14ah_12450,oabcdeafghijkbelmdckhnlmjingfvvvvf-N-Fo,lkjgnimbechadf
14ah_12451,oabcdefbghafijklmdhgcmjnlknievvvvfpjwIb,jihfnkbcglmdae
14ah_12452,oabcdefghijbcklfmnajkdnmelghivvvvf-W88a,flnhijkbmeagdc
14ah_12453,oabcadefgbchijfkdlmnlekgjihmnvvvvf-mmma,mijnkbalgfedhc
14ah_12454,oabcadefghijkgflmndelkhbcijmnvvvvfpddWa,mhekiblafcndgj
14ah_12455,oabcadefghijklmihbcndmlefkjgnvvvvfpm8aa,mjlfkicnaebdhg
14ah_12456,oabcadefghibcjkilemndlhgfkjmnvvvvfp-m8a,mgjfnkilacbehd
14ah_12457,oabcdefghijdcklbemnhgfalkjmnivvvvf-Zmpa,djlhkinmbeafcg
14ah_12458,oabcdefghdijabchklmfjienlknmgvvvvf-KBPb,ijghnkcflamdbe
14ah_12459,oabcadefgehijklbchilmnkjfgnmdvvvvfF4-zi,mckgjhndlebiaf
14ah_12460,oabcadefghfeijhgkbcljimndklmnvvvvfpg2aa,mdfbicknelahjg
14ah_12461,oabcadefgbchijfekljilkmndghmnvvvvfpSHba,mfknhbiegladjc
14ah_12462,oabcadefghibcjkelghimnfldknmjvvvvf-Wm2g,mfghnkjclbaied
14ah_12463,oabcdefghijkgfalmhknlbedcmijnvvvvf-ZZ8a,hfmajilcdenbgk
14ah_12464,oabcadefghibcjklfemndglkhijmnvvvvfpWaaa,mgiknjblafcehd
14ah_12465,oabcadefghfeibcjkldijmnkhglnmvvvvfVzdaa,mdkbhnjaflcgie
14ah_12466,oabcadefghibcjkelmdnjihgmlfknvvvvf--NFo,mfjinlkaecgbhd
14ah_12467,oabcdeafghijklhmnbedckjnfgmilvvvvf-d8Zd,ljkhbinmcaedfg
14ah_12468,oabcadefghijklhgmnfilbckjenmdvvvvf--N-j,mkfhjclbendgai
14ah_12469,oabcdeabcfgdehijklhmngfkjnmilvvvvf---8m,lmhnkidjbegfac
14ah_12470,oabcdeabcfgdehijklmgfkjnhmlinvvvvf--ZZp,lmgnkhjbedfiac
14ah_12471,oabcdeabcfgdehijklmgfnlihmnkjvvvvf--Z-d,lmgnikjbfdheac
14ah_12472,oabcdeabcfgdehijklmnjgfknihmlvvvvf--8-m,lmhnjikebgdfac
14ah_12473,oabcdeafghijkdelfimnjbcknmhglvvvvf-adma,lkfinajcmgbehd
14ah_12474,oabcdefgahijkdclmbekjfginmlnhvvvvf--Z-m,khflimbnjdaecg
14ah_12475,oabcadefghibcjdgklmefkhinmlnjvvvvfVXiNe,mhfjnaikbclged
14ah_12476,oabcadefghiejklbcmdjfgklnihnmvvvvfVtmMe,mdikhjnabelcgf
14ah_12477,oabcadefghijdbckjlhmnelimgfnkvvvvfpyBya,mikjandclghbfe
14ah_12478,oabcdeafghijkbclmghinkldemjnfvvvvf-pZZm,lfghmjbkencadi
14ah_12479,oabcadefgehbcijkdhlmnjilmnfgkvvvvfV3dmg,mclgniajkehbfd
14ah_12480,oabcadefghijhklbcmfgnldejiknmvvvvf-KpCc,mjhkcinbladegf
14ah_12481,oabcadefghijkbclmefinklmjnhgdvvvvf-pZdp,mglhinjbkfdcae
14ah_12482,oabcadefghdeijklmknihbcglmjnfvvvvf--HFo,mdjahgklcnfebi
14ah_12483,oabcdeafghidegjklmnlkbcnmihjfvvvvf-ZZ8m,ldjnkgiemfbahc
14ah_12484,oabcdefghijkefilabkjlhgmndcnmvvvvf-NFod,glnjfhdaemcbik
14ah_12485,oabcdeafghijklmgndcbeilmhnfkjvvvvf-d8dd,lehkijmndbacgf
14ah_12486,oabcadefghibcgjeklmndihjfknmlvvvvfpZdWa,mfeinjklacbhgd
14ah_12487,oabcadebcfghijkedlhmfnlkjimgnvvvvf-BSbg,mfnlkjadcgehib
14ah_12488,oabcadebcfghijfklmhnjedingmlkvvvvf-BGTb,minkjcldeahgfb
14ah_12489,oabcdefghiajkdlmgfenjbihmlcknvvvvf-p-8d,jihmlanckefbdg
14ah_12490,oabcadefghijkbcljimgnklefmhndvvvvf-ddZm,mjhgindklfbcae
14ah_12491,oabcdefghbijkiedclmfnkjnahlmgvvvvf-0oTa,ckfgjlaimedbnh
14ah_12492,oabcdefghijklbcfihgmnjedalmnkvvvvf-p-8a,clhinjkmadgfbe
14ah_12493,oabcdefghijkldejimnfclkbahmngvvvvf-mpZa,ckfnilajmegbdh
14ah_12494,oabcdefghijklfelimndghabcnkjmvvvvf-Bd-g,deilamjnckfhbg
14ah_12495,oabcdeafghijkgfkhlmdenlbcmnijvvvvf-ddZa,ldkeabjnfmhcig
14ah_12496,oabcadefghijfekbcljgmndklihmnvvvvfVTnad,mehkbjndlagcif
14ah_12497,oabcdefgehijkbcdlmjinlakgfhnmvvvvfVzVTb,dghljkbfmaenic
14ah_12498,oabcadefgehijbckdlmgfnijlmnhkvvvvfpZZ-d,mchljnakbdgife
14ah_12499,oabcdefghbijklmkahnfedjicngmlvvvvf-KmNa,geilhjmkcbadnf
14ah_12500,oabcdefgahibcjkihlmfgnlkjdemnvvvvf--mdd,kdlhajnecmgbif
14ah_12501,oabcadefdghijbcklmghnjfeinklmvvvvfFYdKa,mjahinlckbdfge
14ah_12502,oabcadefghijhkfbclmnjidekglmnvvvvfpMnGb,mjkicbnldaeghf
14ah_12503,oabcadefgbchijfklghijmnekldnmvvvvf-mmWd,mjgnhbkdelfaic
14ah_12504,oabcadefghiejkflhmdbcnmilgkjnvvvvfVZtlh,mdkjlbcangfeih
14ah_12505,oabcdefghfijkdaljimnlbckehgmnvvvvfpBBmd,hmgaijkcdnlfbe
14ah_12506,oabcdeafgbchijklmihmldenfgjknvvvvf-mmpa,ljmfkgcenadibh
14ah_12507,oabcdeafghijhgkljimnfbckldemnvvvvf-Mbmd,ldfbickamenghj
14ah_12508,oabcdeafghidejklhmngfbcnmijklvvvvf-WW8a,lgjnkbiamfdehc
14ah_12509,oabcdefghijklfmncbnmijadelghkvvvvf-mz+a,dfgilajcnbmekh
14ah_12510,oabcdefghbcdaijhgklmijnlefknmvvvvf-8WWd,ielfahkcdmngbj
14ah_12511,oabcdefghijkldemnfcbghalmnijkvvvvf-dZpa,dkhimjlncafbeg
14ah_12512,oabcdefghijfklebmncdlkghnmajivvvvf-t+5d,bfikgmaldnchej
14ah_12513,oabcadefghijkbcljmdehgfnlkminvvvvf-NN-j,mhilkndacbfgje
14ah_12514,oabcadefghdijklehbcjkmngfnmlivvvvf---Zm,mfjahlcnekbidg
14ah_12515,oabcadefghijkelbcmhgmndlfkjinvvvvfV-THh,mehlkjncgabdif
14ah_12516,oabcadefdbcghijkglmnfekhlmijnvvvvfVThEg,mianjldkbfgehc
14ah_12517,oabcadefdbcghijklmfenhklgnijmvvvvfV9S9a,mhaniljbkfdegc
14ah_12518,oabcadefghibcjkefklmdinghnjlmvvvvfV3E4b,mfjingblakcehd
14ah_12519,oabcadefdghijkilfemnlbchkjnmgvvvvfFEgEi,mgajkdblfnehci
14ah_12520,oabcdefgehijakhlgflmjnkdcbminvvvvfFYKZd,imlbnajdegfckh
14ah_12521,oabcdefghiajkflmekjdcbinglmhnvvvvf-mppd,jdhlaknmcgfebi
14ah_12522,oabcdefghijhaklfgmkdcbnjinelmvvvvf-Tm3c,ihlajgmkcedbnf
14ah_12523,oabcadefghibcjhgklfemndijklmnvvvvfpWaaa,mhfjnckblaegid
14ah_12524,oabcdefghiajkflhmngledckjbimnvvvvf-mdpd,jgeimlkandhfbc
14ah_12525,oabcadefghijklmbcijmdnfghklenvvvvfFy+hi,mljgkhndabceif
