name,knot_sig,dt_code
14ah_06145,oabcdefghijkcbalimedknlhgfmjnvvvvf-ZZZd,hljmakbdncfegi
14ah_06146,oabcdefgabchijkfglmknihdenjmlvvvvf-ppZd,klgfnjibmceahd
14ah_06147,oabcadefghiejklgfjklmnhidbcmnvvvvfV8Zzd,mdfjghbelcanik
14ah_06148,oabcadefghfijkdeilmnkjlmnbcghvvvvf-q+5d,mflbiadjeghnck
14ah_06149,oabcadefghijklmefihgnklbcmjndvvvvf-p8Zm,mfhgikbclendaj
14ah_06150,oabcdefghijbahklmfedcnlkijnmgvvvvf-W2Ba,ifhkjbmelndcag
14ah_06151,oabcdefghiejcbkladjmlkmnifghnvvvvfV35Ph,glnbkjdmaefihc
14ah_06152,oabcadefghibcjklmkjefnhingdmlvvvvf-ZZdd,mhkjnglebciafd
14ah_06153,oabcdefghijklfgmnhcdebalkjmnivvvvf-dZpa,dikhnmjlbagcef
14ah_06154,oabcadebcfghijklhedilkjmngfnmvvvvf-Z--m,mgnkhidafelcjb
14ah_06155,oabcadebcfghijfklmkednmlnihgjvvvvf--NNp,mhnlkcjfagideb
14ah_06156,oabcadefghijfedgjbcklihmnlknmvvvvf---8m,mefibadnkclhjg
14ah_06157,oabcadefghijdkfeklmbcnlihgjmnvvvvfF+jZd,mfkjabelngcdih
14ah_06158,oabcadefghijklmnfghbcinmledkjvvvvf-aadd,mkgiljbcnfeadh
14ah_06159,oabcdeabcfghijkdelmkfghnlmjinvvvvf-F+-j,lmhkgnjbcfdiae
14ah_06160,oabcdeabcfghijklfgmnldeijknmhvvvvf--F+j,lmfijbkendgcah
14ah_06161,oabcdefghijfeklmndcbghalmnkjivvvvf-ZWpa,dkjhmlincfabeg
14ah_06162,oabcdeafgdhijkelmnfbkjihcglmnvvvvf-8d-a,ljihnkadcmefgb
14ah_06163,oabcadefghijkgfljimedbcnlkhmnvvvvfpBBma,mhegkbdlanfcji
14ah_06164,oabcadefghijkilmnljkfbcehnmgdvvvvf-5TFl,mjlehgkdbncfai
14ah_06165,oabcdeafghijklmindcbenhmlgfkjvvvvf-p8pd,ljekihmnbdacgf
14ah_06166,oabcdefgehabcijdgfhklmijnlknmvvvvfF+Kdd,jkgmnhbiefacdl
14ah_06167,oabcadebcfghijklmnhgfilkjedmnvvvvf----p,mknhijldcfeagb
14ah_06168,oabcadefghijhklijemnfgkldbcmnvvvvfVdtEd,mgifcjdlbeanhk
14ah_06169,oabcdefghicbajgklminjfedmlkhnvvvvf-888d,ilgmakcbdnfehj
14ah_06170,oabcadefghijklhilemgfmnbcnjkdvvvvfFpp7j,mghflceibkndaj
14ah_06171,oabcadefgedhijfgjbcklmknhimlnvvvvf-p-gg,mcfakbenlhdijg
14ah_06172,oabcadefdghijkglihlmnefnmbcjkvvvvf-By-d,miaglcdfjbhnek
14ah_06173,oabcadefghijkbclmnlghmnkjidefvvvvf--dZp,mlhkjnifcgdabe
14ah_06174,oabcadefghijkbcihglmjknlmndefvvvvf--Fgo,mlgfincjdkhabe
14ah_06175,oabcadefghijklmifbcehknmlnjgdvvvvf-X4nl,mhlfijbnckedag
14ah_06176,oabcadefghijklfgminbcehmlkjndvvvvf-mWpm,mifgkbjlncedah
14ah_06177,oabcdeafghijkbelmdcnfihgjknmlvvvvf-aZaa,lihjnkmabcgedf
14ah_06178,oabcdefghicbjkghlmnjafedilmnkvvvvf-8a-a,egimkjbalfnhcd
14ah_06179,oabcdefghijkgfedkjalmhinlbcmnvvvvf-NNmd,fejagcdmlbnihk
14ah_06180,oabcdeafgdehfijklbcmnlkjinmghvvvvf-m-8a,lknaihmjedgcfb
14ah_06181,oabcadefghigjklefjklmndihbcmnvvvvfVT-Xd,mfdjghbelacnik
14ah_06182,oabcadefghdijkfeklmnijlmnbcghvvvvfVX2-d,mflaibejdghnck
14ah_06183,oabcdeafghibejkihgfljmndcnmklvvvvf---Zm,lfenkbadjmhgci
14ah_06184,oabcadefghijdeklmnfbcghilmnkjvvvvfpaada,meijalkbncfgdh
14ah_06185,oabcdefghfijkilmabcdnhglmnekjvvvvfFl5nc,ghejnilabkcmfd
14ah_06186,oabcdeafgbchijkljdemnihnlkmgfvvvvf--2Sn,lkmhjdnicegabf
14ah_06187,oabcdefghijkldemnhgfijcbalmnkvvvvf-pZ-a,cjhnilkmaebfgd
14ah_06188,oabcdefghiejklghmdcbamifnkjnlvvvvfV32Bd,eidjknmblgchaf
14ah_06189,oabcadefghijdbcklihmngfejlmnkvvvvfpadaa,mjigankclbdhfe
14ah_06190,oabcadefghiejklgfjmbcndihlkmnvvvvfpppZd,mdfjgkblnaceih
14ah_06191,oabcadefgbchijkldmfnlkjinemghvvvvfVnGHb,mklnjiabfehgdc
14ah_06192,oabcadefghfijekbcldmhgnjinmklvvvvfp2m2a,meibjlnackdhgf
14ah_06193,oabcdeafghijkbelmijkhmndcnlgfvvvvf--ZZm,lkfgnhcbjmeadi
14ah_06194,oabcadefghibcjklmkjnfenihgdmlvvvvfF+Z5d,mikjnglebhcafd
14ah_06195,oabcdeafghidcjklmbenhgfmlkjinvvvvf-WWaa,lhkmjinbaedgfc
14ah_06196,oabcdefghijbcdklajemlkmngfnhivvvvfVXjPb,ginbjdklmefahc
14ah_06197,oabcdefghijkalmdefgnlbkhijcmnvvvvf--88d,ihklanmjdebcfg
14ah_06198,oabcadefdghefijbcklmghmlnjinkvvvvf-Zpad,mdaibknjchlegf
14ah_06199,oabcadefghijkbcklghmnlfedimnjvvvvf-5h4j,mjgkfniclbahde
14ah_06200,oabcdefgehijklmiabcnlkndgfhmjvvvvfFU9wc,ghmbjkladeincf
14ah_06201,oabcadefgbchijklmedmfgnklnhijvvvvf-m24b,mginljhabkfdec
14ah_06202,oabcadefghijdejbcklmfnhgniklmvvvvf-2pya,mejkadnlbcighf
14ah_06203,oabcdeafghibejklmdcifghnlkjmnvvvvf----p,lhgnjkmabedicf
14ah_06204,oabcadefgbchijklmednhgfklmjinvvvvf----p,mginljkadbfehc
14ah_06205,oabcdefghijkalmhknlbcfedgmijnvvvvf-Zm-a,ignajklmcdfebh
14ah_06206,oabcdefghbaijhgklmijnlcdefknmvvvvf-mm8d,jemfaiklcdnghb
14ah_06207,oabcadefghibcjkifedlmnjkhglmnvvvvf-5-Fo,mgkfnjbalechid
14ah_06208,oabcdefghijbcklmndehgfajmlknivvvvf-ZWpa,dkjhilnmaebcfg
14ah_06209,oabcadefghijkelmhgfnjknidbclmvvvvfVp5qd,megjilcbdhanfk
14ah_06210,oabcdefghdijabchgklijmnlefknmvvvvf-8ZZd,ijlfnhkceamgbd
14ah_06211,oabcadefghibcjklmnfelkdihgnmjvvvvfpWgga,mhkjnilbfacged
14ah_06212,oabcadebcfghijkihlmkjndefgnmlvvvvfpddda,mjnkfhdleacigb
14ah_06213,oabcadefghijklmnjbcknihefgdmlvvvvf-pW8d,mjkihldnfcbaeg
14ah_06214,oabcdefghijfekldcbahmjnlknimgvvvvf-88md,fedljinmkabhcg
14ah_06215,oabcdefghiabcdjkgfklimnhljenmvvvvf--zsc,jkhmcnielfabdg
14ah_06216,oabcdefghiajklmfedihgnjbcmlknvvvvf-p8Za,jihlnmakbfgdce
14ah_06217,oabcadefghijkglmnbcefkhlmijndvvvvf-d-Zm,mhekijlnbcfdag
14ah_06218,oabcdefgahijklmbcdekjfginmlnhvvvvf--8-m,khfilmbnjcadeg
14ah_06219,oabcdefgahibcjkfglmnhijdeklmnvvvvf-ZmWa,kglinjacmefbhd
14ah_06220,oabcdefghijhgkldemnfabclmnkjivvvvf-Zmpa,efmkialnjdhbgc
14ah_06221,oabcadefghdbcijklmhgnlkefnmjivvvvfp2Sna,mjhanlickfbged
14ah_06222,oabcdefghijbcdajkfghlmnlekinmvvvvf-ZZZa,hfkegjldmnbcai
14ah_06223,oabcadebcfghiedjkihlmnlgfmnkjvvvvf-dpam,menjgaldkhcifb
14ah_06224,oabcdefghfaijdcjklmnibehgklmnvvvvf-mdma,jckhialmdefbng
14ah_06225,oabcdefghijbcklmnhgfajkdelmnivvvvf-ZWZa,ekglijbnmafcdh
14ah_06226,oabcdefghiajklmfcbghinjdemlknvvvvf-p8Za,jihkmnalbfdgce
14ah_06227,oabcdeafghijfkldemkbclmnjghinvvvvf-EmJh,ljkahndmfcbige
14ah_06228,oabcdefghfeijklhgmnjidabcnklmvvvvf-8a-a,dejlanhkfmcgbi
14ah_06229,oabcdeabcfghijkdeljimnhklmngfvvvvf-pmam,lmkgindjcfhbae
14ah_06230,oabcdeabcfghijkdelmnhklmjingfvvvvf-pmam,lmkjhnicfdgbae
14ah_06231,oabcdefghiajkdlmihgfenjbmlcknvvvvf-p-Zd,jihnmlackfgbed
14ah_06232,oabcadefghibcjkljmnihnmgdefklvvvvf--pZp,mkjhnleicgabfd
14ah_06233,oabcdefghicjkbihlmndefglakjnmvvvvf-jj-a,chkilmjdagnbef
14ah_06234,oabcadefgbchijkelmfgnlmndijkhvvvvf-pKHa,mfhnklibjgaedc
14ah_06235,oabcadefgehifgjbcklmnhijdlmnkvvvvfFyo8a,mceibjnkldahgf
14ah_06236,oabcdeafghijkbcdeljgmnfklihmnvvvvf-mpad,lgjimnckafbhde
14ah_06237,oabcadefghijhklgmnkijlfbcenmdvvvvf-9a7j,mkfhciledbngaj
14ah_06238,oabcdefghijklfemnbcdghanmjklivvvvf-dZpa,dkihlmjnbcfaeg
14ah_06239,oabcadefghijklmghmdnfenbcilkjvvvvfVhE2a,mifklgcabhnedj
14ah_06240,oabcadefghijklmgfmhndenbcilkjvvvvf-dm-a,mifklgbcahnedj
14ah_06241,oabcdefghijklmndehilkjabgfcnmvvvvf--8-d,dgejakblnmcfhi
14ah_06242,oabcdeabfgchijkljmndgfenmilkhvvvvf--5-j,lhmjkdibnfecag
14ah_06243,oabcadefghijfklmjimedbcnkghlnvvvvfpNKmd,mhkgbldfanecji
14ah_06244,oabcdefghiajgkilmnjbcfedkhlmnvvvvf-md-a,jmniaklbcdegfh
14ah_06245,oabcadefghdbcijklgfmnehlkjmnivvvvfpWaaa,migankjblcfhed
14ah_06246,oabcadefghijkldefmjnlbcknihgmvvvvf-HFEi,mflkjabdenhcgi
14ah_06247,oabcdeafghibejkihgflmnjdcklmnvvvvf----p,lfenjbakdmghci
14ah_06248,oabcdefghijklfemkjmlnhabcdgnivvvvf-BB8d,deghabjnlmfikc
14ah_06249,oabcdefghijfaklmnlihknmbcdejgvvvvf-2S9d,icemabjklfgndh
14ah_06250,oabcdeafghijkdclmbeinmlkjnhgfvvvvf-pZdp,lkgimhnjecbafd
14ah_06251,oabcadefghijkbcghiflmndkjelmnvvvvfpp-aa,mkfgjncbladhie
14ah_06252,oabcadefgbchdijklgmenlkjinfmhvvvvfVnV9g,mhgnajilkfebdc
14ah_06253,oabcdefgehijkbailmndgfckjlmnhvvvvfFYd5a,hfgkimblncdjae
14ah_06254,oabcadefghdijeklhmnbcnmglkfjivvvvf--5Fo,mejalkcingfbdh
14ah_06255,oabcadefdghigjkljefbcklmnhinmvvvvf-dWda,mgakciebnfldjh
14ah_06256,oabcdefghijbcklmnfghajkdelmnivvvvf-ZWZa,ekglijbmnafcdh
14ah_06257,oabcadefghiejklmnjfidbcnmlkghvvvvfVzV9d,mdlhgkjbanfeci
14ah_06258,oabcadefghijkgfelijmdbcnmkhlnvvvvfVdpTe,mfegkbldanhcji
14ah_06259,oabcadefghijkeflhmdbcnmglijknvvvvfpgyBa,mejklbcangfdih
14ah_06260,oabcdefghijklfemihndabcnmlkjgvvvvf-gBpa,efljhankmdcgib
14ah_06261,oabcdefghiajklmdihefgnjbcklmnvvvvf-p8Za,jhinlmakbfgced
14ah_06262,oabcdefghiabcjkdelmhinjklfgmnvvvvf--mdd,jkglinbdmfache
14ah_06263,oabcadefghibcijkfedlhmnjknmglvvvvf-55bi,mglenjbackfihd
14ah_06264,oabcadefghibcijklmdefnhlkjmgnvvvvf-5Hhi,mhlenkjabcfgid
14ah_06265,oabcdefghicbijgklmnfjhadenmlkvvvvf-zc5a,dflkiamnehgcbj
14ah_06266,oabcadefghijklmehinbcklmfgjndvvvvf-m8dm,mfkgijclnebdah
14ah_06267,oabcadefghijklmgfnjidbcenklmhvvvvfpBSna,mjfhklbdangeci
14ah_06268,oabcdefghijhcdgklmnfebanmlkjivvvvf-Zdpa,dlkhnjmicegbaf
14ah_06269,oabcadefgedhijkbclmkngfnjmlihvvvvf-8pZm,mcialhnkjbegdf
14ah_06270,oabcdeafghijkbcdelhmfnlijkmgnvvvvf-5F+j,lkijmnbafcghde
14ah_06271,oabcadefghijklfedgmnlbckjinmhvvvvf--F+j,mfgkjbalendhci
14ah_06272,oabcdefghijfklmnedcbnkghlmajivvvvf-t4zc,bfkjgmalndcieh
14ah_06273,oabcadefghijkeflhijbcmnklgdnmvvvvf-dddd,mekgjbcdnlfaih
14ah_06274,oabcdefgahijhdcbgklmjinfenmlkvvvvf-Bp2a,kgalnjbimfedch
14ah_06275,oabcadefghibcjkelmhgfkjinlmndvvvvf--NFi,mfhjnikcbelgad
14ah_06276,oabcadefgbchdeijklmgfkjinmlnhvvvvfppWdd,mehnajikbflgdc
14ah_06277,oabcadefghijklmghinklbcmjndefvvvvf-p8mp,mlfghjckendabi
14ah_06278,oabcadefghibcjklhmngjklimndefvvvvf-5hEo,mlhjnickefgabd
14ah_06279,oabcadefgbchijhklmnefnmgdljikvvvvf-VX-g,mhjnldkibgaefc
14ah_06280,oabcadefghijfkdekghbclmnjilmnvvvvf-ypJb,mfgkbaecnldijh
14ah_06281,oabcadebcfghijkljmnedimklnfghvvvvf-dpZa,mhnlijekagfcdb
14ah_06282,oabcadebcfghijklmedklmfinghnjvvvvf-BWGh,mgnkjhiafcldeb
14ah_06283,oabcadebcfghijkgfkhldemnjinmlvvvvfpVnGb,minfkgcdalejhb
14ah_06284,oabcadefghijklfghbcmnklednjimvvvvf-yWWg,mjflibcnkeadhg
14ah_06285,oabcdefgahijkljmhbcdenlkgfnimvvvvfFsYhc,kjhbalmcngdefi
14ah_06286,oabcdefghijfedcjgklmnbklanihmvvvvf-2Z8g,cglmihbjedfnak
14ah_06287,oabcdefghbefahijklmdcnlkjinmgvvvvf-8E7b,igfhjcbelmdnak
14ah_06288,oabcadefghijklfedgmnjklbcinmhvvvvf--F+j,mfgkibaldenhcj
14ah_06289,oabcdefghdcbaijhgklmijnlefknmvvvvf-8WWd,ielfahkcdnmgbj
14ah_06290,oabcdeabcfghijklmifdenjmhglknvvvvf-BaJb,lmjfkibndcehag
14ah_06291,oabcdeabcfghijklfdemjinglkhnmvvvvf-JXga,lmihjbndkecgaf
14ah_06292,oabcadefghijkglmnbcihlmnfedkjvvvvf-d-8d,mkehlijncfbadg
14ah_06293,oabcdefghiajkdefilmnjbckghnmlvvvvf-mpma,jglniakmedfbch
14ah_06294,oabcadefghigjbckljfedmklnihnmvvvvf-Z--m,mhdkgnjbaflcie
14ah_06295,oabcadebcfghijfedklmnihnklmgjvvvvf--pmm,mfnlicakjdgheb
14ah_06296,oabcdefghijkldcmnbefghajknmlivvvvf-dZpa,dikhljmnacebfg
14ah_06297,oabcadefgbchijkglmdnhijkflmenvvvvfF+NFi,mlfnijkadebghc
14ah_06298,oabcadefghiejbcjklhgmnfilmnkdvvvvfFGhai,mdhjfnlckbgiae
14ah_06299,oabcadefghijfklbcmnldeknmghijvvvvf-appa,miklbhnjaegcdf
14ah_06300,oabcdeafghijklhgfmjnlbcdeknimvvvvf-NF+j,lekjbacdmngfhi
14ah_06301,oabcdefgahifgjhklmkbcdenmlnijvvvvf-ZyVb,kjnaidlmehcfgb
14ah_06302,oabcdefgehijklhimkabcdlmjngfnvvvvfVDMNg,fglkidabehmnjc
14ah_06303,oabcdefghiajgkcbilmnjfedkhlmnvvvvf-mp8a,jmknialbdecgfh
14ah_06304,oabcdeafgdehijklmnfbcglmnijkhvvvvf-mada,lhnjkiamefdcgb
14ah_06305,oabcdeabcfghijkglmndeihlmnfkjvvvvf-p8Zd,lmehkijncfbdag
14ah_06306,oabcdeabcfghijklmindekjnfghmlvvvvf--WZd,lmjfhkindbceag
14ah_06307,oabcdefghijklmndgfelabijkhcnmvvvvf--8-d,eijfkalmcbndhg
14ah_06308,oabcadebcfghijklmghnledkjinmfvvvvf-B4ng,mingkjldfaehcb
14ah_06309,oabcadebcfghijfklmhinednjgmlkvvvvf-7HTb,minkhcldjaegfb
14ah_06310,oabcdeafghijklmdeknbcmlnfgjihvvvvf--8Zp,ljkfhnimdacbge
14ah_06311,oabcdeabcfghijfdeklihmngjlmnkvvvvf-dmaa,lmigbnjckdhfae
14ah_06312,oabcdeabcfghijfdeklmngjlmihnkvvvvf-dmaa,lmhjbnikdgcfae
14ah_06313,oabcdefghijbcklmnfajklmdenghivvvvf-WWWa,flmhijkcneagbd
14ah_06314,oabcdefgchijhdkfabgkelmnjinmlvvvvfFAzIb,gjifldcamnhekb
14ah_06315,oabcadefghibcijkfedlmnlgkjhmnvvvvf---Wd,mgjenkbalhfcid
14ah_06316,oabcadefghijfgkilmdbcnmejkhlnvvvvfVNzBg,mjefbklangdcih
14ah_06317,oabcadefghijkldehijmnbcnlkmgfvvvvf-F+Fo,mflgkacdjnehbi
14ah_06318,oabcadefghibcjkgdeflmnjihknmlvvvvf----p,mgfjnkablecihd
14ah_06319,oabcdefgahijkdelmnhbgfckjinmlvvvvf-ddpa,kihmjanlbedfcg
14ah_06320,oabcadefghijkldemihgnbcnjklmfvvvvf-bgEi,mfhgkalcjndebi
14ah_06321,oabcadefghibcijklmdnhgflkjmenvvvvfF4Hbi,mlienkjacbfghd
14ah_06322,oabcadefdghigjkhibclmnfenmjklvvvvfV98ya,mjafcldnkbiehg
14ah_06323,oabcdefghijklfedcmnbglkhanmjivvvvf-Zp-a,ckgljinbmedafh
14ah_06324,oabcdefghijfklcdejimnblkanmhgvvvvf-qoKa,clfmjhbkndegai
14ah_06325,oabcdefghijkldehabmngfnmclijkvvvvf-dFMa,gdjbhklamcnfei
14ah_06326,oabcadefgbchijklmednhijgfklmnvvvvf----p,mgjnikladebfhc
14ah_06327,oabcdeafgbhiejklmdihcgfnjklmnvvvvf-NF+p,lhgnjkcmadeibf
14ah_06328,oabcadefghibcijklgmednhjklfmnvvvvf-5Hho,mhgenjklacfbid
14ah_06329,oabcdefgahijkfcbglmnjdeklmnihvvvvf-ppmm,kjhlnibmefadgc
14ah_06330,oabcdefghijkldefgmnjabihclmnkvvvvf-pp-a,eifmjaklbncghd
14ah_06331,oabcdeafghibcjhgklmnfijdeklmnvvvvf-WaWa,lehmbjkadnfgci
14ah_06332,oabcdefghbahgijkljcmnfenmdilkvvvvf-mZmd,jmdikglebcnhfa
14ah_06333,oabcadefgbchijklhmnilgfedkjnmvvvvf-pa8a,mjinhkdlfbaegc
14ah_06334,oabcdeafgbehijkljmndcgfnlkmihvvvvf-pgVb,lhnkjdimaefcbg
14ah_06335,oabcadefghibcjkljehmngfnmklidvvvvf--Wmm,mgilnkecjbhfad
14ah_06336,oabcdeabcfghijfdeklmhgnljimnkvvvvf-7T-h,lmhjbnickdgfae
14ah_06337,oabcadefghijkelbclmihnfkjgnmdvvvvfFmEdi,mekhjgnlcbdiaf
14ah_06338,oabcdeafgbhiejklmdihcnjmlkngfvvvvf-NF+p,lkgnjicmdehabf
14ah_06339,oabcadefghijfeklmihndbcklmjgnvvvvfVTXma,melgbjkcanfdhi
14ah_06340,oabcdeafghijklhgmbcdeklmfnjinvvvvf-N--j,lekhbimndacjfg
14ah_06341,oabcadefghdbcijklmfeijknhgmlnvvvvfV34Hh,mhkanilbefcgjd
14ah_06342,oabcadebcfghijklmnfijkhgnedmlvvvvf-daad,mknjhilcedgafb
14ah_06343,oabcadefghiejbckljdmnlknfghimvvvvf--ZZp,mdklgniajfbche
14ah_06344,oabcdefghijhklmdgknjinabcmeflvvvvfpTC7a,defjakcimlbgnh
14ah_06345,oabcdefghijbcklmgnelmfndkhajivvvvf3YXSd,bfgmlnackedijh
14ah_06346,oabcdefghijklfemndcbihgjanmlkvvvvf-pZ-a,cjhlkimnbeadgf
14ah_06347,oabcadefghijkelmnbcgflmndkhijvvvvf-a-8a,mehlkijnbfacdg
14ah_06348,oabcdefghicbijgklmnfedjhanklmvvvvf-zcNa,cjkhmlndgfbaei
14ah_06349,oabcdefghijkalmhcbknldefgmijnvvvvf-Z88a,igjnaklmdcefbh
14ah_06350,oabcadefghijkbcklihmnejlmgfndvvvvfFGhai,mikgfnjcldhbae
14ah_06351,oabcadefghijkefljmdbcnmklghinvvvvfVptlh,mekljbdangfcih
14ah_06352,oabcdefgehijkbclmdhnlmgfniakjvvvvfVnZyd,bghjmdnaclfiek
14ah_06353,oabcdefghicbajgklminjdefmlkhnvvvvf-888d,ilgmakcbdnefhj
14ah_06354,oabcadefghijklfedgminbcnlkjmhvvvvf-hEEi,mfghkbaljnedci
14ah_06355,oabcdefghiajefkhilmnjbcdgklmnvvvvfppm8a,jlhniakmdefgbc
14ah_06356,oabcdefghiajkblmefnlcdmnihgkjvvvvf--zMp,jielgkcnmabfdh
14ah_06357,oabcdefgehibjkgfkjailmndclmnhvvvvfFY5Wa,fdegbjkcmhanil
14ah_06358,oabcdeabcfghedigjkljfihmnlknmvvvvfNtYmd,lmenhgjbckfiad
14ah_06359,oabcadebcfghijkedlfkmghnjinmlvvvvf-N-Hj,mfnikhacldejgb
14ah_06360,oabcadefghfidjklmeibcnjklmhgnvvvvf-2Wdg,mglbajkdnefcih
14ah_06361,oabcdefbaghijkglijmfndcnemlhkvvvvfpZ8md,kjeabihlmdcngf
14ah_06362,oabcdeafghijkdelfgmnhbckjinmlvvvvf-adma,lfjinakbmcgehd
14ah_06363,oabcdefghijklfemnbcdihgjanmlkvvvvf-pZ-a,cjhklimnbeadgf
14ah_06364,oabcadefghibcjkljimnfghklenmdvvvvf--F+j,mkignjelbcfhad
14ah_06365,oabcadefgehbcijkilmndgfhkjnmlvvvvfpZgSb,mcijnkelabfhgd
14ah_06366,oabcadefghigjkljmbcenihlknfmdvvvvf-n79o,mhdifjlnkcebag
14ah_06367,oabcdefghiajefkhilmnjbcdgknmlvvvvfppm8a,jlhniakmedfgbc
14ah_06368,oabcadefghijkbclmgfehnjklmnidvvvvf-pZdm,mhgljnkbcdfiae
14ah_06369,oabcadefghigjeklmndkhifjlbcmnvvvvfVHbyd,medijhlacbfngk
14ah_06370,oabcdeafgbhijklhcmndilkjenmgfvvvvf-h4Hp,lkeihmjcdnfabg
14ah_06371,oabcdeafghibcjklmnfihgjdemlknvvvvf-WaWa,lhgmkjabdnefci
14ah_06372,oabcdeafghijklmihgndcbekjnfmlvvvvf-p8pd,lfeikbjmncadhg
14ah_06373,oabcdefgahidcbgjkljmnfeihnlkmvvvvf--B8g,khlnjdimaefcbg
14ah_06374,oabcdefgehijkildamnkjnmbclgfhvvvvfVXmZg,gclahjkdnfimbe
14ah_06375,oabcadefghijkefglmnbckhlmijndvvvvf-d-Zm,mefkibjlncgdah
14ah_06376,oabcdefghijklfedimnjcbalghmnkvvvvf-mppa,dglinkjbmafhce
14ah_06377,oabcadefghijklmijmdnfghenbcklvvvvfVFEEd,mjiflgdabchnek
14ah_06378,oabcadefdghijkglmnijkhlefbcmnvvvvf-7H3d,mjaihcldefbngk
14ah_06379,oabcdeafghijkgfljimnlkhbcdemnvvvvf-BBWd,ldfhackebmngij
14ah_06380,oabcadefghiejklgfjmbcmnlknhidvvvvfFdV3i,mdflgjbinkecah
14ah_06381,oabcadefghijdklmnijbclmnhefgkvvvvfF4-Fi,mklgaijdnfcbeh
14ah_06382,oabcdefghicbihadgjklmfeknmlnjvvvvf-zopd,hkefjgcbmadnil
14ah_06383,oabcdefgahijkdlmefgnhbmlckjinvvvvf-d-8a,kjihmnadlbfgce
14ah_06384,oabcdefghijkldemnjabihgfclmnkvvvvf-pZ-a,fjigmkalcbndhe
14ah_06385,oabcadebcfghijklmkhijnfgnedmlvvvvf-ZZdd,mknjhgldeciafb
14ah_06386,oabcadebcfgedhijklmgfnlmnkhijvvvvf-Zpap,mdnhalkjcgiefb
14ah_06387,oabcadebcfghijkifghedlmkjnlmnvvvvf--8da,mhngfjcdaleikb
14ah_06388,oabcdefghiajkflminjbcdekglmhnvvvvf-mppd,jghnaklmcdefbi
14ah_06389,oabcdefghijkldefgjmnihcbnmalkvvvvf-pFEc,bgmhiljadenfck
14ah_06390,oabcadefghijkljedmnihgfbcnlkmvvvvf-q+Wj,mfihldakcbnegj
14ah_06391,oabcdeabcfghijkdelmnhgfklmjinvvvvf-dmaa,lmhkinjcbfdgae
14ah_06392,oabcdeabcfghijkdelhgmnfkjilmnvvvvf-dmaa,lmgjinckbdfhae
14ah_06393,oabcdefghicbajklmfinjkldemghnvvvvf-8WWa,iegmabkldnfchj
14ah_06394,oabcdefghicbajkdeflminjkglmhnvvvvf-88dd,ifkgmaldenbchj
14ah_06395,oabcadebcfgedhijklmifgjnlknmhvvvvf--zMj,mdniahklcfgjeb
14ah_06396,oabcdefghigjkdcbaklfmnihjlemnvvvvfVzVHb,gefklicnmbdjah
14ah_06397,oabcdefghijklfgjmnihedcbnmalkvvvvf-pNFc,bgmlhkiaenfdcj
14ah_06398,oabcdeafghijkbcdeilmhnfkjlmgnvvvvf-m-dd,lkfimnjbacghde
14ah_06399,oabcdefgahijkljbefgmlkndcnmihvvvvf-V92m,kjgbmncilfadhe
14ah_06400,oabcdefghijklfghemndcbijanmlkvvvvf-pp-a,ckhmlijnbfeadg
14ah_06401,oabcadefghijfkdlmbcnkelmjihgnvvvvfVHXga,milkbajnefdchg
14ah_06402,oabcadebcfghigjedklmfjnihnklmvvvvf-3+3o,mfnejialckdghb
14ah_06403,oabcadefghijkefglijmdbcnmkhlnvvvvfVdpTe,mefgkbldanhcji
14ah_06404,oabcdefghijdcbahklmfenlkijnmgvvvvf-WBBa,hegjbldknmcafi
14ah_06405,oabcdefghijklbcmnfghedalmnkjivvvvf-dZpa,dkihjnlmcaebgf
14ah_06406,oabcadefghijklmgfehknmlndbcijvvvvfVN8td,mgflhibcjeandk
14ah_06407,oabcdeafgbehijklmdcgfnhklmjinvvvvf----p,lgnkijmacedhbf
14ah_06408,oabcadefghijdkleminbcnjmhgflkvvvvf-NNNp,mfkgaljindcbeh
14ah_06409,oabcdeafghijkdcbelmnfkjilmhgnvvvvf-apaa,lkihmnjacfbged
14ah_06410,oabcdeabcfghijklhimnldeknmjgfvvvvf--FEo,lmkficjengdbah
14ah_06411,oabcdeabcfghijkdelmkhnlmjingfvvvvf-F+Fo,lmkjgnicfdhbae
14ah_06412,oabcadefghibcjfeklmndghijmlknvvvvfpWaaa,mfijnblkaceghd
14ah_06413,oabcadebcfghigfjkedlmnjknihmlvvvvf-p--m,mgnekcjalfidhb
14ah_06414,oabcadebcfghijkihedlmkjnfgnmlvvvvf--8Zp,mgnkfidalecjhb
14ah_06415,oabcdefghijklmnbchgdkjefilanmvvvvf--8-d,bhikmjlnacegdf
14ah_06416,oabcdefgahibedcjklmnhijfgmlknvvvvf-ZdWa,kgmljiadnefbch
14ah_06417,oabcadefghibcjklhijmnefnmklgdvvvvf-Za-m,milgnkcejbhfad
14ah_06418,oabcdefgehijhklmndcbjialmngfkvvvvfVLWjg,dkgjmlcfnhabei
14ah_06419,oabcdefghiajklmfcbihgnjdemlknvvvvf-p8Za,jihknmalbfdgce
14ah_06420,oabcadefghijdeklmnhijbcglmnkfvvvvf--HFi,mejhalkcdnfgbi
14ah_06421,oabcdeabfghijfeklmndihgjclmnkvvvvf--d-a,ldhinjkcbmfeag
14ah_06422,oabcdefghijklfgjadcbmnihnmelkvvvvf-p-zc,ghekcilbamdnfj
